dataset,model,seed,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high
sachs,FGS,2617,0.1904301643371582,16,0.75,0.2353,0.3158,0.125,0.1176,0.1212,24.0,41.0,52.0
sachs,FGS,7166,0.14452219009399414,14,0.6429,0.2941,0.2368,0.1429,0.1176,0.129,20.0,34.0,46.0
sachs,FGS,1428,0.1531999111175537,18,0.7778,0.2353,0.3684,0.1667,0.1765,0.1714,27.0,41.0,49.0
sachs,FGS,8328,0.15079712867736816,17,0.7059,0.2941,0.3158,0.1176,0.1176,0.1176,23.0,35.0,51.0
sachs,FGS,8289,0.14905714988708496,16,0.75,0.2353,0.3158,0.125,0.1176,0.1212,24.0,41.0,52.0
sachs,FGS,5978,0.14463376998901367,13,0.8462,0.1176,0.2895,0.1538,0.1176,0.1333,25.0,45.0,45.0
sachs,FGS,5511,0.14823126792907715,15,0.7333,0.2353,0.2895,0.1333,0.1176,0.125,23.0,41.0,52.0
sachs,FGS,5864,0.18114805221557617,17,0.8235,0.1765,0.3684,0.1765,0.1765,0.1765,28.0,47.0,47.0
sachs,FGS,606,0.15081071853637695,17,0.8235,0.1765,0.3684,0.1176,0.1176,0.1176,27.0,43.0,51.0
sachs,FGS,1933,0.15297460556030273,16,0.75,0.2353,0.3158,0.125,0.1176,0.1212,24.0,40.0,51.0
sachs,FGS,6071,0.14849305152893066,15,0.6667,0.2941,0.2632,0.2,0.1765,0.1875,22.0,40.0,51.0
sachs,FGS,5504,0.15235304832458496,16,0.75,0.2353,0.3158,0.125,0.1176,0.1212,24.0,41.0,52.0
sachs,FGS,5163,0.15030622482299805,16,0.875,0.1176,0.3684,0.0625,0.0588,0.0606,26.0,50.0,54.0
sachs,FGS,2406,0.14979028701782227,16,0.8125,0.1765,0.3421,0.1875,0.1765,0.1818,27.0,42.0,42.0
sachs,FGS,304,0.17997121810913086,15,0.7333,0.2353,0.2895,0.2,0.1765,0.1875,24.0,41.0,49.0
sachs,FGS,3391,0.14553284645080566,14,0.7857,0.1765,0.2895,0.1429,0.1176,0.129,24.0,42.0,45.0
sachs,FGS,359,0.1510765552520752,16,0.8125,0.1765,0.3421,0.1875,0.1765,0.1818,27.0,42.0,42.0
sachs,FGS,9096,0.1488807201385498,16,0.8125,0.1765,0.3421,0.125,0.1176,0.1212,26.0,41.0,44.0
sachs,FGS,3533,0.14996337890625,16,0.75,0.2353,0.3158,0.1875,0.1765,0.1818,25.0,40.0,43.0
sachs,FGS,4125,0.14853572845458984,15,0.8,0.1765,0.3158,0.1333,0.1176,0.125,25.0,42.0,45.0
sachs,FGS,3094,0.16254901885986328,16,0.75,0.2353,0.3158,0.125,0.1176,0.1212,24.0,43.0,54.0
sachs,FGS,6398,0.17949581146240234,15,0.8667,0.1176,0.3421,0.0667,0.0588,0.0625,25.0,50.0,53.0
child,FGS,7816,0.2548058032989502,43,0.907,0.16,0.2364,0.093,0.16,0.1176,60.0,276.0,337.0
child,FGS,3578,0.2712256908416748,40,0.875,0.2,0.2121,0.1,0.16,0.1231,56.0,233.0,296.0
child,FGS,2656,0.2646753787994385,43,0.8837,0.2,0.2303,0.1163,0.2,0.1471,58.0,270.0,324.0
child,FGS,2688,0.28899407386779785,42,0.8571,0.24,0.2182,0.1429,0.24,0.1791,58.0,241.0,286.0
child,FGS,2494,0.2671482563018799,41,0.878,0.2,0.2182,0.0976,0.16,0.1212,60.0,229.0,284.0
child,FGS,183,0.2736630439758301,41,0.9024,0.16,0.2242,0.0976,0.16,0.1212,60.0,213.0,287.0
child,FGS,7977,0.29100608825683594,45,0.8889,0.2,0.2424,0.0889,0.16,0.1143,60.0,230.0,286.0
child,FGS,3199,0.30629420280456543,41,0.9024,0.16,0.2242,0.0732,0.12,0.0909,59.0,254.0,300.0
child,FGS,316,0.2888603210449219,44,0.8409,0.28,0.2242,0.1364,0.24,0.1739,55.0,223.0,299.0
child,FGS,8266,0.24542808532714844,41,0.8293,0.28,0.2061,0.122,0.2,0.1515,56.0,213.0,295.0
child,FGS,1532,0.2969181537628174,46,0.8696,0.24,0.2424,0.1087,0.2,0.1408,60.0,220.0,297.0
child,FGS,1009,0.25686216354370117,42,0.9048,0.16,0.2303,0.0952,0.16,0.1194,60.0,257.0,282.0
child,FGS,2250,0.2897825241088867,41,0.7805,0.36,0.1939,0.1707,0.28,0.2121,48.0,281.0,325.0
child,FGS,4447,0.28145766258239746,46,0.8696,0.24,0.2424,0.1304,0.24,0.169,59.0,240.0,297.0
child,FGS,2415,0.2901275157928467,43,0.907,0.16,0.2364,0.0698,0.12,0.0882,62.0,240.0,307.0
child,FGS,3595,0.2633790969848633,45,0.8889,0.2,0.2424,0.0889,0.16,0.1143,61.0,277.0,325.0
child,FGS,4187,0.2625386714935303,45,0.8889,0.2,0.2424,0.1111,0.2,0.1429,63.0,239.0,292.0
child,FGS,4135,0.26195693016052246,41,0.9268,0.12,0.2303,0.0732,0.12,0.0909,60.0,303.0,309.0
child,FGS,5174,0.2994413375854492,45,0.8667,0.24,0.2364,0.1333,0.24,0.1714,62.0,255.0,288.0
child,FGS,5303,0.26836466789245605,47,0.8298,0.32,0.2364,0.1702,0.32,0.2222,57.0,221.0,304.0
child,FGS,3942,0.26064205169677734,43,0.8605,0.24,0.2242,0.1395,0.24,0.1765,59.0,243.0,304.0
child,FGS,2778,0.28699779510498047,40,0.85,0.24,0.2061,0.125,0.2,0.1538,53.0,302.0,325.0
child,FGS,2804,0.26435351371765137,43,0.8837,0.2,0.2303,0.1163,0.2,0.1471,60.0,228.0,272.0
child,FGS,2145,0.2599780559539795,41,0.9024,0.16,0.2242,0.0976,0.16,0.1212,57.0,290.0,347.0
child,FGS,150,0.2659270763397217,43,0.9302,0.12,0.2424,0.0698,0.12,0.0882,63.0,259.0,316.0
child,FGS,8823,0.32481932640075684,50,0.92,0.16,0.2788,0.06,0.12,0.08,69.0,237.0,321.0
child,FGS,4669,0.28142476081848145,43,0.8605,0.24,0.2242,0.1163,0.2,0.1471,58.0,226.0,284.0
child,FGS,6131,0.2840421199798584,44,0.9318,0.12,0.2485,0.0682,0.12,0.087,62.0,298.0,337.0
child,FGS,2617,0.268265962600708,47,0.8085,0.36,0.2303,0.1702,0.32,0.2222,56.0,163.0,282.0
child,FGS,7166,0.29860448837280273,41,0.9512,0.08,0.2364,0.0244,0.04,0.0303,62.0,276.0,323.0
child,FGS,1428,0.2636561393737793,40,0.875,0.2,0.2121,0.1,0.16,0.1231,57.0,256.0,298.0
child,FGS,8328,0.2558605670928955,44,0.8182,0.32,0.2182,0.1818,0.32,0.2319,55.0,190.0,283.0
child,FGS,8289,0.28636765480041504,42,0.8571,0.24,0.2182,0.119,0.2,0.1493,55.0,292.0,332.0
child,FGS,5978,0.2577219009399414,43,0.7674,0.4,0.2,0.1628,0.28,0.2059,53.0,193.0,283.0
child,FGS,5511,0.2945859432220459,47,0.9362,0.12,0.2667,0.0426,0.08,0.0556,67.0,271.0,316.0
child,FGS,5864,0.2548856735229492,43,0.8837,0.2,0.2303,0.093,0.16,0.1176,59.0,294.0,331.0
child,FGS,606,0.2982149124145508,39,0.8205,0.28,0.1939,0.1282,0.2,0.1562,53.0,227.0,300.0
child,FGS,1933,0.24727916717529297,41,0.8537,0.24,0.2121,0.122,0.2,0.1515,58.0,214.0,293.0
child,FGS,6071,0.2496194839477539,41,0.878,0.2,0.2182,0.122,0.2,0.1515,59.0,209.0,306.0
child,FGS,5504,0.3094818592071533,41,0.8537,0.24,0.2121,0.1463,0.24,0.1818,55.0,226.0,287.0
child,FGS,5163,0.2725672721862793,44,0.8636,0.24,0.2303,0.0909,0.16,0.1159,58.0,223.0,297.0
child,FGS,2406,0.2629871368408203,43,0.8372,0.28,0.2182,0.1395,0.24,0.1765,53.0,278.0,323.0
child,FGS,304,0.32456040382385254,50,0.88,0.24,0.2667,0.1,0.2,0.1333,68.0,213.0,298.0
child,FGS,3391,0.27544116973876953,43,0.9302,0.12,0.2424,0.0698,0.12,0.0882,62.0,285.0,337.0
child,FGS,359,0.2815530300140381,47,0.8511,0.28,0.2424,0.1489,0.28,0.1944,60.0,225.0,282.0
child,FGS,9096,0.3111603260040283,47,0.9149,0.16,0.2606,0.0426,0.08,0.0556,64.0,228.0,313.0
child,FGS,3533,0.28406333923339844,46,0.9565,0.08,0.2667,0.0435,0.08,0.0563,64.0,305.0,332.0
child,FGS,4125,0.25267696380615234,41,0.878,0.2,0.2182,0.122,0.2,0.1515,57.0,229.0,310.0
child,FGS,3094,0.3207383155822754,44,0.8864,0.2,0.2364,0.1136,0.2,0.1449,59.0,260.0,307.0
child,FGS,6398,0.26859378814697266,41,0.8293,0.28,0.2061,0.1707,0.28,0.2121,54.0,214.0,282.0
insurance,FGS,7816,0.5325839519500732,95,0.9579,0.0769,0.3043,0.0421,0.0769,0.0544,132.0,583.0,616.0
insurance,FGS,3578,0.4707834720611572,90,0.9111,0.1538,0.2742,0.0889,0.1538,0.1127,123.0,554.0,610.0
insurance,FGS,2656,0.47338438034057617,92,0.913,0.1538,0.2809,0.0761,0.1346,0.0972,127.0,591.0,615.0
insurance,FGS,2688,0.4379715919494629,87,0.977,0.0385,0.2843,0.023,0.0385,0.0288,132.0,591.0,628.0
insurance,FGS,2494,0.5571238994598389,95,0.9368,0.1154,0.2977,0.0632,0.1154,0.0816,131.0,593.0,603.0
insurance,FGS,183,0.5180387496948242,88,0.9318,0.1154,0.2742,0.0568,0.0962,0.0714,124.0,628.0,635.0
insurance,FGS,7977,0.476330041885376,94,0.9681,0.0577,0.3043,0.0319,0.0577,0.0411,132.0,599.0,612.0
insurance,FGS,3199,0.49847865104675293,93,0.9785,0.0385,0.3043,0.0215,0.0385,0.0276,136.0,575.0,610.0
insurance,FGS,316,0.44931888580322266,92,0.9348,0.1154,0.2876,0.0652,0.1154,0.0833,126.0,614.0,629.0
insurance,FGS,8266,0.534365177154541,89,0.9438,0.0962,0.2809,0.0562,0.0962,0.0709,123.0,593.0,598.0
insurance,FGS,1532,0.4778580665588379,87,0.977,0.0385,0.2843,0.023,0.0385,0.0288,128.0,622.0,643.0
insurance,FGS,1009,0.4878973960876465,90,0.9444,0.0962,0.2843,0.0556,0.0962,0.0704,123.0,598.0,600.0
insurance,FGS,2250,0.5176591873168945,94,0.9149,0.1538,0.2876,0.0745,0.1346,0.0959,129.0,602.0,615.0
insurance,FGS,4447,0.5512652397155762,90,0.9556,0.0769,0.2876,0.0444,0.0769,0.0563,125.0,614.0,629.0
insurance,FGS,2415,0.4451944828033447,93,0.9032,0.1731,0.2809,0.0645,0.1154,0.0828,128.0,561.0,616.0
insurance,FGS,3595,0.5045254230499268,87,0.9195,0.1346,0.2676,0.0805,0.1346,0.1007,123.0,588.0,608.0
insurance,FGS,4187,0.5016086101531982,94,0.9043,0.1731,0.2843,0.0638,0.1154,0.0822,126.0,592.0,599.0
insurance,FGS,4135,0.45263075828552246,84,0.9405,0.0962,0.2642,0.0595,0.0962,0.0735,119.0,616.0,626.0
insurance,FGS,5174,0.5332732200622559,93,0.9247,0.1346,0.2876,0.0645,0.1154,0.0828,132.0,596.0,618.0
insurance,FGS,5303,0.5257565975189209,94,0.9574,0.0769,0.301,0.0319,0.0577,0.0411,136.0,598.0,612.0
insurance,FGS,3942,0.4648172855377197,90,0.9,0.1731,0.2709,0.0556,0.0962,0.0704,127.0,576.0,642.0
insurance,FGS,2778,0.5292351245880127,91,0.956,0.0769,0.291,0.033,0.0577,0.042,132.0,606.0,621.0
insurance,FGS,2804,0.5095303058624268,91,0.9231,0.1346,0.2809,0.0549,0.0962,0.0699,131.0,598.0,624.0
insurance,FGS,2145,0.47069549560546875,90,0.9333,0.1154,0.2809,0.0667,0.1154,0.0845,126.0,578.0,587.0
insurance,FGS,150,0.5239403247833252,87,0.954,0.0769,0.2776,0.046,0.0769,0.0576,126.0,617.0,622.0
insurance,FGS,8823,0.5131938457489014,86,0.9302,0.1154,0.2676,0.0698,0.1154,0.087,124.0,592.0,630.0
insurance,FGS,4669,0.47365427017211914,93,0.9355,0.1154,0.291,0.0323,0.0577,0.0414,130.0,591.0,618.0
insurance,FGS,6131,0.48523521423339844,81,0.963,0.0577,0.2609,0.0247,0.0385,0.0301,120.0,605.0,637.0
insurance,FGS,2617,0.5284914970397949,92,0.913,0.1538,0.2809,0.0435,0.0769,0.0556,125.0,567.0,599.0
insurance,FGS,7166,0.4524838924407959,86,0.9419,0.0962,0.2709,0.0465,0.0769,0.058,126.0,587.0,640.0
insurance,FGS,1428,0.5332279205322266,98,0.949,0.0962,0.311,0.0408,0.0769,0.0533,134.0,586.0,619.0
insurance,FGS,8328,0.504504919052124,88,0.9545,0.0769,0.2809,0.0455,0.0769,0.0571,126.0,604.0,616.0
insurance,FGS,8289,0.495150089263916,88,0.9318,0.1154,0.2742,0.0568,0.0962,0.0714,122.0,583.0,616.0
insurance,FGS,5978,0.4802510738372803,91,0.9011,0.1731,0.2742,0.0989,0.1731,0.1259,123.0,589.0,598.0
insurance,FGS,5511,0.537832498550415,89,0.9213,0.1346,0.2742,0.0449,0.0769,0.0567,131.0,573.0,632.0
insurance,FGS,5864,0.4814729690551758,88,0.9318,0.1154,0.2742,0.0568,0.0962,0.0714,126.0,568.0,605.0
insurance,FGS,606,0.46823978424072266,94,0.9468,0.0962,0.2977,0.0532,0.0962,0.0685,133.0,577.0,616.0
insurance,FGS,1933,0.48396778106689453,89,0.9438,0.0962,0.2809,0.0449,0.0769,0.0567,124.0,594.0,612.0
insurance,FGS,6071,0.5108978748321533,91,0.9451,0.0962,0.2876,0.0549,0.0962,0.0699,129.0,597.0,618.0
insurance,FGS,5504,0.4889214038848877,95,0.9368,0.1154,0.2977,0.0526,0.0962,0.068,129.0,587.0,618.0
insurance,FGS,5163,0.47028374671936035,92,0.9348,0.1154,0.2876,0.0652,0.1154,0.0833,128.0,567.0,587.0
insurance,FGS,2406,0.4973313808441162,86,0.9535,0.0769,0.2742,0.0465,0.0769,0.058,128.0,605.0,622.0
insurance,FGS,304,0.48899006843566895,85,0.9529,0.0769,0.2709,0.0471,0.0769,0.0584,125.0,595.0,610.0
insurance,FGS,3391,0.44939374923706055,86,0.8953,0.1731,0.2575,0.0814,0.1346,0.1014,120.0,607.0,625.0
insurance,FGS,359,0.4655442237854004,90,0.9333,0.1154,0.2809,0.0556,0.0962,0.0704,126.0,558.0,580.0
insurance,FGS,9096,0.5257630348205566,92,0.913,0.1538,0.2809,0.087,0.1538,0.1111,121.0,613.0,633.0
insurance,FGS,3533,0.5077307224273682,88,0.9318,0.1154,0.2742,0.0682,0.1154,0.0857,123.0,583.0,608.0
insurance,FGS,4125,0.4650082588195801,87,0.9195,0.1346,0.2676,0.0805,0.1346,0.1007,122.0,610.0,612.0
insurance,FGS,3094,0.48848724365234375,93,0.8817,0.2115,0.2742,0.1075,0.1923,0.1379,120.0,552.0,600.0
insurance,FGS,6398,0.5246248245239258,91,0.9451,0.0962,0.2876,0.044,0.0769,0.0559,128.0,590.0,625.0
