dataset,model,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,run_idx,rep,seed,status,error,runner_wall_elapsed,raw_graph_path,true_graph_path,fact_total,fact_true,fact_false,fact_retained,fact_retained_true,fact_retained_false,fact_removed,fact_removed_true,fact_removed_false,fact_precision,fact_recall,fact_f1,aspcr_model_space,aspcr_encoding,aspcr_solver_objective,aspcr_recomputed_objective,aspcr_graph_is_dag,aspcr_n_directed,aspcr_n_bidirected,aspcr_n_tailtail,aspcr_testing_time,aspcr_encoding_time,aspcr_solving_time,aspcr_data_path,aspcr_directed_path,aspcr_bidirected_path,aspcr_tailtail_path,aspcr_constraints_path,aspcr_diagnostics_path,aspcr_time_path
er5,ASPCR-DAG-log,15.5857238769531,5,0.2,0.8,0.2,0.8,0.8,0.8,1.0,10,11,2036,ok,,17.387677031569183,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0010_seed_2036.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2036.csv,80,58,22,63,53,10,17,5,12,0.8412698412698413,0.913793103448276,0.8760330578512397,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,33326,33326,True,5,0,0,15.227,0.137,0.0879999999999974,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2036.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2036_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2036_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2036_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2036_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2036_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2036_time.csv
er5,ASPCR-DAG-log,15.5922274589539,4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,11,12,2037,ok,,17.400735448114574,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0011_seed_2037.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2037.csv,80,57,23,67,55,12,13,2,11,0.8208955223880597,0.9649122807017544,0.8870967741935484,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,24155,24155,True,4,0,0,15.238,0.149000000000001,0.0749999999999993,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2037.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2037_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2037_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2037_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2037_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2037_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2037_time.csv
er5,ASPCR-DAG-log,15.3185176849365,3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,12,13,2038,ok,,17.334034034982324,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0012_seed_2038.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2038.csv,80,43,37,66,35,31,14,8,6,0.5303030303030303,0.813953488372093,0.6422018348623852,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,23894,23894,True,3,0,0,14.974,0.142999999999997,0.0650000000000013,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2038.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2038_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2038_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2038_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2038_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2038_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2038_time.csv
er5,ASPCR-DAG-log,16.0026006698608,3,1.0,0.0,0.6,0.0,0.0,0.0,5.0,13,14,2039,ok,,17.782603756524622,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0013_seed_2039.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2039.csv,80,48,32,62,38,24,18,10,8,0.6129032258064516,0.7916666666666666,0.6909090909090909,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,27968,27968,True,3,0,0,15.649,0.135000000000002,0.0869999999999997,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2039.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2039_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2039_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2039_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2039_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2039_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2039_time.csv
er5,ASPCR-DAG-log,15.3149869441986,2,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,14,15,2040,ok,,17.124411184340715,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0014_seed_2040.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2040.csv,80,46,34,72,38,34,8,8,0,0.5277777777777778,0.8260869565217391,0.6440677966101694,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,14683,14683,True,2,0,0,14.986,0.132999999999999,0.0680000000000014,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2040.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2040_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2040_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2040_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2040_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2040_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2040_time.csv
er5,ASPCR-DAG-log,15.4077062606812,5,0.4,0.6,0.4,0.6,0.6,0.6,2.0,15,16,2041,ok,,17.190845006145537,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0015_seed_2041.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2041.csv,80,66,14,66,66,0,14,0,14,1.0,1.0,1.0,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,26511,26511,True,5,0,0,15.049,0.157999999999998,0.0720000000000027,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2041.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2041_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2041_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2041_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2041_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2041_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2041_time.csv
er5,ASPCR-DAG-log,15.4425661563873,3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,16,17,2042,ok,,17.46958690416068,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0016_seed_2042.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2042.csv,80,58,22,64,50,14,16,8,8,0.78125,0.8620689655172413,0.8196721311475409,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,22291,22291,True,3,0,0,15.097,0.149000000000001,0.0670000000000002,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2042.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2042_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2042_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2042_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2042_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2042_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2042_time.csv
er5,ASPCR-DAG-log,15.4062275886536,4,0.25,0.6,0.2,0.75,0.6,0.6667,2.0,17,18,2043,ok,,17.23342772666365,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0017_seed_2043.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2043.csv,80,68,12,66,56,10,14,12,2,0.8484848484848485,0.8235294117647058,0.8358208955223881,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,18920,18920,True,4,0,0,15.074,0.137,0.0579999999999998,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2043.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2043_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2043_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2043_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2043_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2043_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2043_time.csv
er5,ASPCR-DAG-log,15.3965423107147,3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,18,19,2044,ok,,17.195797785185277,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0018_seed_2044.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2044.csv,80,46,34,68,46,22,12,0,12,0.6764705882352942,1.0,0.8070175438596492,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,25158,25158,True,3,0,0,15.055,0.134,0.0779999999999994,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2044.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2044_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2044_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2044_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2044_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2044_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2044_time.csv
er5,ASPCR-DAG-log,15.7559990882874,3,1.0,0.0,0.6,0.0,0.0,0.0,5.0,19,20,2045,ok,,17.54453892633319,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0019_seed_2045.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2045.csv,80,43,37,75,42,33,5,1,4,0.56,0.9767441860465116,0.7118644067796611,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,2640,2640,True,3,0,0,15.408,0.152000000000001,0.0559999999999974,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2045.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2045_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2045_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2045_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2045_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2045_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2045_time.csv
er5,ASPCR-DAG-log,16.0181465148926,5,0.8,0.2,0.8,0.2,0.2,0.2,4.0,20,21,2046,ok,,18.029628506861627,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0020_seed_2046.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2046.csv,80,66,14,66,58,8,14,8,6,0.8787878787878788,0.8787878787878788,0.8787878787878788,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,19330,19330,True,5,0,0,15.676,0.146000000000001,0.0680000000000014,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2046.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2046_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2046_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2046_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2046_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2046_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2046_time.csv
er5,ASPCR-DAG-log,15.6566622257233,3,0.0,0.6,0.0,1.0,0.6,0.75,2.0,21,22,2047,ok,,17.4360733339563,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0021_seed_2047.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2047.csv,80,58,22,80,58,22,0,0,0,0.725,1.0,0.8405797101449275,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,0,0,True,3,0,0,15.329,0.136999999999997,0.0530000000000008,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2047.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2047_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2047_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2047_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2047_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2047_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2047_time.csv
er5,ASPCR-DAG-log,15.4326100349426,3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,22,23,2048,ok,,17.21304427459836,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0022_seed_2048.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2048.csv,80,58,22,66,44,22,14,14,0,0.6666666666666666,0.7586206896551724,0.7096774193548386,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,27234,27234,True,3,0,0,15.094,0.137,0.0729999999999968,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2048.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2048_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2048_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2048_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2048_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2048_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2048_time.csv
er5,ASPCR-DAG-log,15.308584690094,3,1.0,0.0,0.6,0.0,0.0,0.0,5.0,23,24,2049,ok,,17.093823635950685,results/paper_aaai2027/frozen/results/estimated_graphs/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/er5/ASPCR-DAG-log/run_0023_seed_2049.npz,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/true_graph_er5_2049.csv,80,49,31,68,37,31,12,12,0,0.5441176470588235,0.7551020408163265,0.6324786324786325,dag_sufficient,new_wmaxsat_acyclic_sufficient.pl,12646,12646,True,3,0,0,14.976,0.146999999999998,0.0579999999999998,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/data/data_er5_2049.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2049_directed.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2049_bidirected.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2049_tailtail.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2049_constraints.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2049_diagnostics.csv,results/paper_aaai2027/frozen/results/aspcr_matched/paper_aspcr_dag_er_sf_e1_alpha001_n5000_50rep/results/aspcr_log-weights_dag_sufficient_er5_2049_time.csv
