nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,n_nodes,n_edges,seed,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,num_edges_est,best_model,best_I
3,0.6667,0.3333,2.0,0.3333,0.3333,0.3333,2.0,5.0,3,3,3094,0.005568265914916992,0.02051544189453125,True,refined_indep_facts,arrows_sum,0.010619163513183594,0.13285160064697266,3,"frozenset({(0, 1), (0, 2), (1, 2)})",1.5
2,0.5,0.3333,1.0,0.5,0.3333,0.4,2.0,4.0,3,3,3094,0.005568265914916992,0.02051544189453125,True,refined_indep_facts,arrows_mean,0.010619163513183594,0.1106102466583252,2,"frozenset({(1, 2), (2, 0)})",0.5
3,0.6667,0.3333,2.0,0.3333,0.3333,0.3333,2.0,5.0,3,3,6398,0.005568265914916992,0.013132810592651367,True,original,original,0.01256251335144043,0.005072116851806641,3,"frozenset({(0, 1), (0, 2), (2, 1)})",4.461810279918656
3,0.6667,0.3333,2.0,0.3333,0.3333,0.3333,2.0,5.0,3,3,6398,0.005568265914916992,0.013132810592651367,True,original,refined_indep_facts,0.01256251335144043,0.00368499755859375,3,"frozenset({(0, 1), (0, 2), (2, 1)})",0.0
3,0.6667,0.3333,2.0,0.3333,0.3333,0.3333,2.0,5.0,3,3,6398,0.005568265914916992,0.013132810592651367,True,original,arrows_sum,0.01256251335144043,0.00043582916259765625,3,"frozenset({(0, 1), (0, 2), (2, 1)})",1.5
3,0.6667,0.3333,2.0,0.3333,0.3333,0.3333,2.0,5.0,3,3,6398,0.005568265914916992,0.013132810592651367,True,original,arrows_mean,0.01256251335144043,0.0004303455352783203,3,"frozenset({(0, 1), (0, 2), (2, 1)})",0.5
3,1.0,0.0,3.0,0.0,0.0,,3.0,6.0,3,3,6398,0.005568265914916992,0.013132810592651367,True,refined_indep_facts,original,0.008037328720092773,0.017281055450439453,3,"frozenset({(0, 1), (0, 2), (1, 2)})",4.461810279918656
2,0.5,0.3333,1.0,0.5,0.3333,0.4,2.0,5.0,3,3,6398,0.005568265914916992,0.013132810592651367,True,refined_indep_facts,refined_indep_facts,0.008037328720092773,0.012115716934204102,2,"frozenset({(1, 2), (2, 0)})",0.0
3,1.0,0.0,3.0,0.0,0.0,,3.0,6.0,3,3,6398,0.005568265914916992,0.013132810592651367,True,refined_indep_facts,arrows_sum,0.008037328720092773,0.0012316703796386719,3,"frozenset({(0, 1), (0, 2), (1, 2)})",1.5
2,0.5,0.3333,1.0,0.5,0.3333,0.4,2.0,5.0,3,3,6398,0.005568265914916992,0.013132810592651367,True,refined_indep_facts,arrows_mean,0.008037328720092773,0.0012040138244628906,2,"frozenset({(1, 2), (2, 0)})",0.5
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,7816,0.011374235153198242,0.1063985824584961,True,original,original,0.052863121032714844,0.0027167797088623047,4,"frozenset({(2, 3), (0, 2), (0, 3), (1, 3)})",6.591642398028793
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,7816,0.011374235153198242,0.1063985824584961,True,original,refined_indep_facts,0.052863121032714844,0.001703023910522461,4,"frozenset({(2, 3), (0, 2), (0, 3), (1, 3)})",1.120886258472116
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,7816,0.011374235153198242,0.1063985824584961,True,original,arrows_sum,0.052863121032714844,0.0002486705780029297,4,"frozenset({(2, 3), (0, 2), (0, 3), (1, 3)})",2.0013224107094407
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,7816,0.011374235153198242,0.1063985824584961,True,original,arrows_mean,0.052863121032714844,0.0002315044403076172,4,"frozenset({(2, 3), (0, 2), (0, 3), (1, 3)})",0.5003306026773602
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0,4,4,7816,0.011374235153198242,0.1063985824584961,True,refined_indep_facts,original,0.009845733642578125,0.012405157089233398,2,"frozenset({(0, 2), (3, 2)})",7.0680448605545525
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,5.0,4,4,7816,0.011374235153198242,0.1063985824584961,True,refined_indep_facts,refined_indep_facts,0.009845733642578125,0.00872659683227539,1,"frozenset({(3, 1)})",2.461366351080805
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,6.0,4,4,7816,0.011374235153198242,0.1063985824584961,True,refined_indep_facts,arrows_sum,0.009845733642578125,0.0006780624389648438,2,"frozenset({(0, 2), (1, 3)})",1.0008811333733254
1,1.0,0.0,0.5,0.0,0.0,,4.0,9.0,4,4,7816,0.011374235153198242,0.1063985824584961,True,refined_indep_facts,arrows_mean,0.009845733642578125,0.0006778240203857422,1,"frozenset({(1, 3)})",0.5004412773361155
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3578,0.011374235153198242,0.10054492950439453,True,original,original,0.044149160385131836,0.011141300201416016,4,"frozenset({(1, 0), (3, 2), (0, 3), (1, 3)})",13.661237395889296
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3578,0.011374235153198242,0.10054492950439453,True,original,refined_indep_facts,0.044149160385131836,0.005887746810913086,4,"frozenset({(1, 0), (3, 2), (0, 3), (1, 3)})",1.1346548676214885
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3578,0.011374235153198242,0.10054492950439453,True,original,arrows_sum,0.044149160385131836,0.0009570121765136719,4,"frozenset({(1, 0), (3, 2), (0, 3), (1, 3)})",2.0
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3578,0.011374235153198242,0.10054492950439453,True,original,arrows_mean,0.044149160385131836,0.0005142688751220703,4,"frozenset({(1, 0), (3, 2), (0, 3), (1, 3)})",0.5
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,9.0,4,4,3578,0.011374235153198242,0.10054492950439453,True,refined_indep_facts,original,0.012614727020263672,0.0486907958984375,3,"frozenset({(1, 0), (2, 3), (3, 1)})",12.342142637345775
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,9.0,4,4,3578,0.011374235153198242,0.10054492950439453,True,refined_indep_facts,refined_indep_facts,0.012614727020263672,0.025980472564697266,3,"frozenset({(1, 0), (2, 3), (3, 1)})",1.4228656973160152
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,9.0,4,4,3578,0.011374235153198242,0.10054492950439453,True,refined_indep_facts,arrows_sum,0.012614727020263672,0.002343893051147461,3,"frozenset({(1, 0), (2, 3), (3, 1)})",1.5
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,9.0,4,4,3578,0.011374235153198242,0.10054492950439453,True,refined_indep_facts,arrows_mean,0.012614727020263672,0.0017845630645751953,3,"frozenset({(1, 0), (2, 3), (3, 1)})",0.5
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,2656,0.011374235153198242,0.11086153984069824,True,original,original,0.015432357788085938,0.0026853084564208984,3,"frozenset({(3, 1), (0, 2), (1, 2)})",11.047551685347901
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,2656,0.011374235153198242,0.11086153984069824,True,original,refined_indep_facts,0.015432357788085938,0.0015716552734375,3,"frozenset({(3, 1), (0, 2), (1, 2)})",1.564809205835377
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,2656,0.011374235153198242,0.11086153984069824,True,original,arrows_sum,0.015432357788085938,0.0002524852752685547,3,"frozenset({(3, 1), (0, 2), (1, 2)})",1.500269323338614
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,2656,0.011374235153198242,0.11086153984069824,True,original,arrows_mean,0.015432357788085938,0.0002295970916748047,3,"frozenset({(3, 1), (0, 2), (1, 2)})",0.5000897744462046
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,2656,0.011374235153198242,0.11086153984069824,True,refined_indep_facts,original,0.00966501235961914,0.01804208755493164,3,"frozenset({(3, 1), (0, 2), (1, 2)})",11.047551685347901
1,1.0,0.0,0.5,0.0,0.0,,4.0,11.0,4,4,2656,0.011374235153198242,0.11086153984069824,True,refined_indep_facts,refined_indep_facts,0.00966501235961914,0.012196063995361328,1,"frozenset({(0, 2)})",1.564809205835377
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,2656,0.011374235153198242,0.11086153984069824,True,refined_indep_facts,arrows_sum,0.00966501235961914,0.0008876323699951172,3,"frozenset({(3, 1), (0, 2), (1, 2)})",1.500269323338614
1,1.0,0.0,0.5,0.0,0.0,,4.0,11.0,4,4,2656,0.011374235153198242,0.11086153984069824,True,refined_indep_facts,arrows_mean,0.00966501235961914,0.0008897781372070312,1,"frozenset({(0, 2)})",0.5001598184788736
3,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,5.0,4,4,2688,0.011374235153198242,0.10980105400085449,True,original,original,0.017235994338989258,0.005482912063598633,3,"frozenset({(0, 1), (0, 2), (0, 3)})",14.845484322503395
3,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,5.0,4,4,2688,0.011374235153198242,0.10980105400085449,True,original,refined_indep_facts,0.017235994338989258,0.0026502609252929688,3,"frozenset({(0, 1), (0, 2), (0, 3)})",1.1049205534641289
3,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,1.0,4,4,2688,0.011374235153198242,0.10980105400085449,True,original,arrows_sum,0.017235994338989258,0.00034999847412109375,3,"frozenset({(1, 0), (0, 2), (0, 3)})",1.4965580214820868
3,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,1.0,4,4,2688,0.011374235153198242,0.10980105400085449,True,original,arrows_mean,0.017235994338989258,0.0003211498260498047,3,"frozenset({(1, 0), (0, 2), (0, 3)})",0.49885267382736226
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,10.0,4,4,2688,0.011374235153198242,0.10980105400085449,True,refined_indep_facts,original,0.010646343231201172,0.025363683700561523,3,"frozenset({(0, 1), (0, 3), (2, 0)})",14.845484322503395
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0,4,4,2688,0.011374235153198242,0.10980105400085449,True,refined_indep_facts,refined_indep_facts,0.010646343231201172,0.012317657470703125,2,"frozenset({(0, 3), (2, 0)})",1.1049205534641289
3,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,1.0,4,4,2688,0.011374235153198242,0.10980105400085449,True,refined_indep_facts,arrows_sum,0.010646343231201172,0.0010242462158203125,3,"frozenset({(1, 0), (0, 2), (0, 3)})",1.4965580214820868
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,4,4,2688,0.011374235153198242,0.10980105400085449,True,refined_indep_facts,arrows_mean,0.010646343231201172,0.0014007091522216797,1,"frozenset({(1, 0)})",0.503442824646902
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,5.0,4,4,2494,0.011374235153198242,0.10406827926635742,True,original,original,0.019820690155029297,0.011382579803466797,4,"frozenset({(0, 1), (0, 2), (0, 3), (1, 3)})",15.348440194999684
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,5.0,4,4,2494,0.011374235153198242,0.10406827926635742,True,original,refined_indep_facts,0.019820690155029297,0.005970478057861328,4,"frozenset({(0, 1), (0, 2), (0, 3), (1, 3)})",1.2895394624252101
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,5.0,4,4,2494,0.011374235153198242,0.10406827926635742,True,original,arrows_sum,0.019820690155029297,0.0005118846893310547,4,"frozenset({(0, 1), (0, 2), (0, 3), (1, 3)})",2.0
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,5.0,4,4,2494,0.011374235153198242,0.10406827926635742,True,original,arrows_mean,0.019820690155029297,0.0004968643188476562,4,"frozenset({(0, 1), (0, 2), (0, 3), (1, 3)})",0.5
4,0.75,0.25,1.5,0.25,0.25,0.25,3.0,10.0,4,4,2494,0.011374235153198242,0.10406827926635742,True,refined_indep_facts,original,0.014704465866088867,0.08952951431274414,4,"frozenset({(0, 1), (0, 3), (2, 0), (3, 1)})",15.348440194999684
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0,4,4,2494,0.011374235153198242,0.10406827926635742,True,refined_indep_facts,refined_indep_facts,0.014704465866088867,0.03986954689025879,2,"frozenset({(0, 3), (2, 0)})",1.2895394624252101
4,0.75,0.25,1.5,0.25,0.25,0.25,3.0,10.0,4,4,2494,0.011374235153198242,0.10406827926635742,True,refined_indep_facts,arrows_sum,0.014704465866088867,0.003135204315185547,4,"frozenset({(0, 1), (0, 3), (2, 0), (3, 1)})",2.0
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0,4,4,2494,0.011374235153198242,0.10406827926635742,True,refined_indep_facts,arrows_mean,0.014704465866088867,0.002684354782104492,2,"frozenset({(0, 3), (2, 0)})",0.5
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,183,0.011374235153198242,0.10015678405761719,True,original,original,0.017387866973876953,0.015915870666503906,4,"frozenset({(0, 1), (0, 2), (0, 3), (1, 3)})",15.090737216641363
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,183,0.011374235153198242,0.10015678405761719,True,original,refined_indep_facts,0.017387866973876953,0.00540924072265625,4,"frozenset({(0, 1), (0, 2), (0, 3), (1, 3)})",1.2008515670757276
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,183,0.011374235153198242,0.10015678405761719,True,original,arrows_sum,0.017387866973876953,0.0004930496215820312,4,"frozenset({(0, 1), (0, 2), (0, 3), (1, 3)})",2.0
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,183,0.011374235153198242,0.10015678405761719,True,original,arrows_mean,0.017387866973876953,0.0004887580871582031,4,"frozenset({(0, 1), (0, 2), (0, 3), (1, 3)})",0.5
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,183,0.011374235153198242,0.10015678405761719,True,refined_indep_facts,original,0.014018774032592773,0.0844106674194336,4,"frozenset({(0, 1), (0, 3), (2, 0), (3, 1)})",15.090737216641363
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0,4,4,183,0.011374235153198242,0.10015678405761719,True,refined_indep_facts,refined_indep_facts,0.014018774032592773,0.03955817222595215,2,"frozenset({(0, 3), (2, 0)})",1.2008515670757276
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,183,0.011374235153198242,0.10015678405761719,True,refined_indep_facts,arrows_sum,0.014018774032592773,0.0032758712768554688,4,"frozenset({(0, 1), (0, 3), (2, 0), (3, 1)})",2.0
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0,4,4,183,0.011374235153198242,0.10015678405761719,True,refined_indep_facts,arrows_mean,0.014018774032592773,0.003262758255004883,2,"frozenset({(0, 3), (2, 0)})",0.5
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,5.0,4,4,7977,0.011374235153198242,0.10193324089050293,True,original,original,0.04036283493041992,0.010016679763793945,4,"frozenset({(0, 1), (0, 2), (3, 1), (3, 2)})",14.372322725020322
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,5.0,4,4,7977,0.011374235153198242,0.10193324089050293,True,original,refined_indep_facts,0.04036283493041992,0.004542350769042969,4,"frozenset({(0, 1), (0, 2), (3, 1), (3, 2)})",0.6818035169402674
5,0.4,0.75,1.0,0.6,0.75,0.6667,2.0,5.0,4,4,7977,0.011374235153198242,0.10193324089050293,True,original,arrows_sum,0.04036283493041992,0.0004687309265136719,5,"frozenset({(0, 1), (1, 2), (3, 1), (0, 2), (3, 2)})",2.5
4,0.5,0.5,1.0,0.5,0.5,0.5,3.0,6.0,4,4,7977,0.011374235153198242,0.10193324089050293,True,original,arrows_mean,0.04036283493041992,0.0004646778106689453,4,"frozenset({(0, 1), (0, 2), (1, 2), (3, 1)})",0.5
3,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,8.0,4,4,7977,0.011374235153198242,0.10193324089050293,True,refined_indep_facts,original,0.011157035827636719,0.03470134735107422,3,"frozenset({(1, 0), (0, 2), (3, 2)})",10.173921236689173
2,1.0,0.0,1.0,0.0,0.0,,4.0,11.0,4,4,7977,0.011374235153198242,0.10193324089050293,True,refined_indep_facts,refined_indep_facts,0.011157035827636719,0.016712427139282227,2,"frozenset({(1, 0), (2, 3)})",1.0197289009164496
3,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,8.0,4,4,7977,0.011374235153198242,0.10193324089050293,True,refined_indep_facts,arrows_sum,0.011157035827636719,0.001705169677734375,3,"frozenset({(1, 0), (0, 2), (3, 2)})",1.5
2,1.0,0.0,1.0,0.0,0.0,,4.0,11.0,4,4,7977,0.011374235153198242,0.10193324089050293,True,refined_indep_facts,arrows_mean,0.011157035827636719,0.0013222694396972656,2,"frozenset({(1, 0), (2, 3)})",0.5
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,3199,0.011374235153198242,0.10616755485534668,True,original,original,0.04685187339782715,0.008966922760009766,4,"frozenset({(1, 0), (2, 1), (3, 1), (3, 0)})",10.113416345696436
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,3199,0.011374235153198242,0.10616755485534668,True,original,refined_indep_facts,0.04685187339782715,0.0050966739654541016,4,"frozenset({(1, 0), (2, 1), (3, 1), (3, 0)})",0.6108020964795161
5,0.6,0.5,1.5,0.4,0.5,0.4444,3.0,6.0,4,4,3199,0.011374235153198242,0.10616755485534668,True,original,arrows_sum,0.04685187339782715,0.0010294914245605469,5,"frozenset({(0, 1), (2, 1), (3, 1), (2, 0), (3, 0)})",2.500121741314376
5,0.6,0.5,1.5,0.4,0.5,0.4444,3.0,6.0,4,4,3199,0.011374235153198242,0.10616755485534668,True,original,arrows_mean,0.04685187339782715,0.0004658699035644531,5,"frozenset({(0, 1), (2, 1), (3, 1), (2, 0), (3, 0)})",0.5000243482628752
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0,4,4,3199,0.011374235153198242,0.10616755485534668,True,refined_indep_facts,original,0.013272523880004883,0.01849651336669922,2,"frozenset({(1, 0), (1, 2)})",4.060591845588494
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0,4,4,3199,0.011374235153198242,0.10616755485534668,True,refined_indep_facts,refined_indep_facts,0.013272523880004883,0.011517763137817383,2,"frozenset({(1, 0), (1, 2)})",1.4719372679091434
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0,4,4,3199,0.011374235153198242,0.10616755485534668,True,refined_indep_facts,arrows_sum,0.013272523880004883,0.0013191699981689453,2,"frozenset({(0, 1), (3, 0)})",1.000052258580308
1,1.0,0.0,0.5,0.0,0.0,,4.0,8.0,4,4,3199,0.011374235153198242,0.10616755485534668,True,refined_indep_facts,arrows_mean,0.013272523880004883,0.0008637905120849609,1,"frozenset({(0, 1)})",0.5000760462450411
2,1.0,0.0,1.0,0.0,0.0,,4.0,9.0,4,4,316,0.011374235153198242,0.11215758323669434,True,original,original,0.01375269889831543,0.0028946399688720703,2,"frozenset({(0, 2), (3, 0)})",7.07151377906753
2,1.0,0.0,1.0,0.0,0.0,,4.0,9.0,4,4,316,0.011374235153198242,0.11215758323669434,True,original,refined_indep_facts,0.01375269889831543,0.0021126270294189453,2,"frozenset({(0, 2), (3, 0)})",1.5614218688774244
2,1.0,0.0,1.0,0.0,0.0,,4.0,9.0,4,4,316,0.011374235153198242,0.11215758323669434,True,original,arrows_sum,0.01375269889831543,0.00030112266540527344,2,"frozenset({(0, 2), (3, 0)})",0.9999207955384388
2,1.0,0.0,1.0,0.0,0.0,,4.0,9.0,4,4,316,0.011374235153198242,0.11215758323669434,True,original,arrows_mean,0.01375269889831543,0.00027823448181152344,2,"frozenset({(0, 2), (3, 0)})",0.4999603977692194
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,4.0,4,4,316,0.011374235153198242,0.11215758323669434,True,refined_indep_facts,original,0.010224103927612305,0.0065500736236572266,2,"frozenset({(0, 3), (2, 0)})",7.07151377906753
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,4.0,4,4,316,0.011374235153198242,0.11215758323669434,True,refined_indep_facts,refined_indep_facts,0.010224103927612305,0.005085468292236328,2,"frozenset({(0, 3), (2, 0)})",1.5614218688774244
2,1.0,0.0,1.0,0.0,0.0,,4.0,9.0,4,4,316,0.011374235153198242,0.11215758323669434,True,refined_indep_facts,arrows_sum,0.010224103927612305,0.00048542022705078125,2,"frozenset({(0, 2), (3, 0)})",0.9999207955384388
1,1.0,0.0,0.5,0.0,0.0,,4.0,9.0,4,4,316,0.011374235153198242,0.11215758323669434,True,refined_indep_facts,arrows_mean,0.010224103927612305,0.000492095947265625,1,"frozenset({(3, 0)})",0.5011026915568286
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,8266,0.011374235153198242,0.09717488288879395,True,original,original,0.04387187957763672,0.016322612762451172,4,"frozenset({(0, 1), (0, 2), (3, 1), (3, 2)})",12.25031103455204
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,8266,0.011374235153198242,0.09717488288879395,True,original,refined_indep_facts,0.04387187957763672,0.004755973815917969,4,"frozenset({(0, 1), (0, 2), (3, 1), (3, 2)})",0.7707677874932342
5,0.2,1.0,0.5,0.8,1.0,0.8889,1.0,0.0,4,4,8266,0.011374235153198242,0.09717488288879395,True,original,arrows_sum,0.04387187957763672,0.0004780292510986328,5,"frozenset({(0, 1), (2, 1), (3, 1), (0, 2), (3, 2)})",2.5
4,0.25,0.75,0.5,0.75,0.75,0.75,2.0,1.0,4,4,8266,0.011374235153198242,0.09717488288879395,True,original,arrows_mean,0.04387187957763672,0.0004551410675048828,4,"frozenset({(0, 1), (0, 2), (1, 2), (3, 1)})",0.5
3,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,6.0,4,4,8266,0.011374235153198242,0.09717488288879395,True,refined_indep_facts,original,0.010817289352416992,0.0255889892578125,3,"frozenset({(0, 1), (2, 3), (3, 1)})",10.851352608817848
2,1.0,0.0,1.0,0.0,0.0,,4.0,12.0,4,4,8266,0.011374235153198242,0.09717488288879395,True,refined_indep_facts,refined_indep_facts,0.010817289352416992,0.015202999114990234,2,"frozenset({(1, 0), (2, 3)})",1.4714648042301892
3,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,6.0,4,4,8266,0.011374235153198242,0.09717488288879395,True,refined_indep_facts,arrows_sum,0.010817289352416992,0.001111745834350586,3,"frozenset({(0, 1), (2, 3), (3, 1)})",1.5
2,1.0,0.0,1.0,0.0,0.0,,4.0,12.0,4,4,8266,0.011374235153198242,0.09717488288879395,True,refined_indep_facts,arrows_mean,0.010817289352416992,0.0016281604766845703,2,"frozenset({(1, 0), (2, 3)})",0.5
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,1532,0.011374235153198242,0.10437440872192383,True,original,original,0.062378883361816406,0.009797811508178711,4,"frozenset({(3, 1), (0, 2), (2, 1), (3, 2)})",11.190086636279691
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,1532,0.011374235153198242,0.10437440872192383,True,original,refined_indep_facts,0.062378883361816406,0.005172252655029297,4,"frozenset({(3, 1), (0, 2), (2, 1), (3, 2)})",0.6466367926616245
5,0.6,0.5,1.5,0.4,0.5,0.4444,3.0,6.0,4,4,1532,0.011374235153198242,0.10437440872192383,True,original,arrows_sum,0.062378883361816406,0.00048065185546875,5,"frozenset({(0, 1), (2, 1), (3, 1), (0, 2), (3, 2)})",2.499998752064327
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,1532,0.011374235153198242,0.10437440872192383,True,original,arrows_mean,0.062378883361816406,0.0004940032958984375,4,"frozenset({(3, 1), (0, 2), (2, 1), (3, 2)})",0.5
3,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,1.0,4,4,1532,0.011374235153198242,0.10437440872192383,True,refined_indep_facts,original,0.012269258499145508,0.04075503349304199,3,"frozenset({(2, 3), (1, 3), (2, 1)})",5.882479600172099
2,1.0,0.0,1.0,0.0,0.0,,4.0,12.0,4,4,1532,0.011374235153198242,0.10437440872192383,True,refined_indep_facts,refined_indep_facts,0.012269258499145508,0.02336907386779785,2,"frozenset({(1, 2), (2, 0)})",1.9345241992513442
3,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,1.0,4,4,1532,0.011374235153198242,0.10437440872192383,True,refined_indep_facts,arrows_sum,0.012269258499145508,0.0015676021575927734,3,"frozenset({(2, 3), (1, 3), (2, 1)})",1.5
2,1.0,0.0,1.0,0.0,0.0,,4.0,12.0,4,4,1532,0.011374235153198242,0.10437440872192383,True,refined_indep_facts,arrows_mean,0.012269258499145508,0.002045154571533203,2,"frozenset({(1, 2), (2, 0)})",0.5
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,1009,0.011374235153198242,0.1046602725982666,True,original,original,0.024964094161987305,0.012786388397216797,4,"frozenset({(1, 0), (2, 0), (2, 1), (3, 0)})",13.024440988550882
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,1009,0.011374235153198242,0.1046602725982666,True,original,refined_indep_facts,0.024964094161987305,0.013845682144165039,4,"frozenset({(1, 0), (2, 0), (2, 1), (3, 0)})",1.4974911678967204
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,1009,0.011374235153198242,0.1046602725982666,True,original,arrows_sum,0.024964094161987305,0.00025081634521484375,4,"frozenset({(1, 0), (2, 0), (2, 1), (3, 0)})",2.0
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0,4,4,1009,0.011374235153198242,0.1046602725982666,True,original,arrows_mean,0.024964094161987305,0.01259469985961914,4,"frozenset({(1, 0), (2, 0), (2, 1), (3, 0)})",0.5
3,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,1.0,4,4,1009,0.011374235153198242,0.1046602725982666,True,refined_indep_facts,original,0.013521432876586914,0.2163403034210205,3,"frozenset({(1, 0), (1, 2), (3, 0)})",11.490721107887676
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,2.0,4,4,1009,0.011374235153198242,0.1046602725982666,True,refined_indep_facts,refined_indep_facts,0.013521432876586914,0.21487903594970703,2,"frozenset({(1, 2), (2, 0)})",1.7798581733703747
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0,4,4,1009,0.011374235153198242,0.1046602725982666,True,refined_indep_facts,arrows_sum,0.013521432876586914,0.08627891540527344,3,"frozenset({(0, 1), (0, 2), (1, 2)})",1.5
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,2.0,4,4,1009,0.011374235153198242,0.1046602725982666,True,refined_indep_facts,arrows_mean,0.013521432876586914,0.1870284080505371,2,"frozenset({(1, 2), (2, 0)})",0.5
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0,4,4,2250,0.011374235153198242,0.10941386222839355,True,original,original,0.010553598403930664,0.0030884742736816406,2,"frozenset({(0, 2), (3, 0)})",6.339267756370188
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0,4,4,2250,0.011374235153198242,0.10941386222839355,True,original,refined_indep_facts,0.010553598403930664,0.0021326541900634766,2,"frozenset({(0, 2), (3, 0)})",1.438628853891351
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0,4,4,2250,0.011374235153198242,0.10941386222839355,True,original,arrows_sum,0.010553598403930664,0.00031566619873046875,2,"frozenset({(0, 2), (3, 0)})",0.9999638026346452
