nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,n_nodes,n_edges,seed,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,num_edges_est,best_model,best_I
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0,4,4,3391,0.011374235153198242,0.10762906074523926,True,refined_indep_facts,refined_indep_facts,0.011705398559570312,0.015066146850585938,2,"frozenset({(0, 3), (2, 0)})",1.830007638384596
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,10.0,4,4,3391,0.011374235153198242,0.10762906074523926,True,refined_indep_facts,arrows_sum,0.011705398559570312,0.0010364055633544922,3,"frozenset({(0, 2), (1, 3), (3, 0)})",1.4999979418757414
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,4,4,3391,0.011374235153198242,0.10762906074523926,True,refined_indep_facts,arrows_mean,0.011705398559570312,0.0010464191436767578,1,"frozenset({(3, 0)})",0.5000052781100173
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,359,0.011374235153198242,0.1001577377319336,True,original,original,0.0645151138305664,0.019018888473510742,4,"frozenset({(0, 2), (0, 3), (2, 1), (3, 2)})",12.431615713883925
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,359,0.011374235153198242,0.1001577377319336,True,original,refined_indep_facts,0.0645151138305664,0.010595560073852539,4,"frozenset({(0, 2), (0, 3), (2, 1), (3, 2)})",1.205876602048346
5,0.8,0.25,2.0,0.2,0.25,0.2222,4.0,11.0,4,4,359,0.011374235153198242,0.1001577377319336,True,original,arrows_sum,0.0645151138305664,0.0007944107055664062,5,"frozenset({(1, 2), (0, 3), (2, 0), (2, 3), (1, 3)})",2.4999992027095206
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,359,0.011374235153198242,0.1001577377319336,True,original,arrows_mean,0.0645151138305664,0.0007753372192382812,4,"frozenset({(0, 2), (0, 3), (2, 1), (3, 2)})",0.5
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,10.0,4,4,359,0.011374235153198242,0.1001577377319336,True,refined_indep_facts,original,0.014271259307861328,0.04197359085083008,3,"frozenset({(2, 3), (0, 3), (2, 0)})",5.776821463315829
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,10.0,4,4,359,0.011374235153198242,0.1001577377319336,True,refined_indep_facts,refined_indep_facts,0.014271259307861328,0.02402496337890625,2,"frozenset({(3, 2), (3, 0)})",1.884755776398635
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,10.0,4,4,359,0.011374235153198242,0.1001577377319336,True,refined_indep_facts,arrows_sum,0.014271259307861328,0.00152587890625,3,"frozenset({(2, 3), (0, 3), (2, 0)})",1.5
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,10.0,4,4,359,0.011374235153198242,0.1001577377319336,True,refined_indep_facts,arrows_mean,0.014271259307861328,0.0015325546264648438,2,"frozenset({(3, 2), (3, 0)})",0.5
4,0.75,0.25,1.5,0.25,0.25,0.25,3.0,8.0,4,4,9096,0.011374235153198242,0.09994649887084961,True,original,original,0.052945613861083984,0.0187070369720459,4,"frozenset({(0, 1), (0, 2), (0, 3), (2, 3)})",13.799843050819094
4,0.75,0.25,1.5,0.25,0.25,0.25,3.0,8.0,4,4,9096,0.011374235153198242,0.09994649887084961,True,original,refined_indep_facts,0.052945613861083984,0.009790182113647461,4,"frozenset({(0, 1), (0, 2), (0, 3), (2, 3)})",1.2645065409987466
5,0.8,0.25,2.0,0.2,0.25,0.2222,4.0,8.0,4,4,9096,0.011374235153198242,0.09994649887084961,True,original,arrows_sum,0.052945613861083984,0.0007929801940917969,5,"frozenset({(0, 1), (0, 3), (2, 3), (0, 2), (1, 3)})",2.4999951825089015
4,0.75,0.25,1.5,0.25,0.25,0.25,3.0,8.0,4,4,9096,0.011374235153198242,0.09994649887084961,True,original,arrows_mean,0.052945613861083984,0.0007739067077636719,4,"frozenset({(0, 1), (0, 2), (0, 3), (2, 3)})",0.5
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0,4,4,9096,0.011374235153198242,0.09994649887084961,True,refined_indep_facts,original,0.012553930282592773,0.04393815994262695,3,"frozenset({(1, 0), (0, 2), (3, 2)})",11.470381083005941
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,4.0,4,4,9096,0.011374235153198242,0.09994649887084961,True,refined_indep_facts,refined_indep_facts,0.012553930282592773,0.02381730079650879,2,"frozenset({(3, 2), (3, 0)})",1.5981269999502128
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,10.0,4,4,9096,0.011374235153198242,0.09994649887084961,True,refined_indep_facts,arrows_sum,0.012553930282592773,0.00168609619140625,3,"frozenset({(2, 3), (0, 3), (2, 0)})",1.5
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,4.0,4,4,9096,0.011374235153198242,0.09994649887084961,True,refined_indep_facts,arrows_mean,0.012553930282592773,0.0016911029815673828,2,"frozenset({(3, 2), (3, 0)})",0.5
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,3533,0.011374235153198242,0.10797333717346191,True,original,original,0.01520848274230957,0.005457878112792969,3,"frozenset({(3, 1), (1, 2), (3, 0)})",13.465721728863793
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,3533,0.011374235153198242,0.10797333717346191,True,original,refined_indep_facts,0.01520848274230957,0.003098011016845703,3,"frozenset({(3, 1), (1, 2), (3, 0)})",1.789828752844439
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,11.0,4,4,3533,0.011374235153198242,0.10797333717346191,True,original,arrows_sum,0.01520848274230957,0.0003330707550048828,3,"frozenset({(3, 1), (1, 2), (0, 3)})",1.4999285542812761
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,11.0,4,4,3533,0.011374235153198242,0.10797333717346191,True,original,arrows_mean,0.01520848274230957,0.00031876564025878906,3,"frozenset({(3, 1), (1, 2), (0, 3)})",0.4999761847604254
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,3533,0.011374235153198242,0.10797333717346191,True,refined_indep_facts,original,0.012391090393066406,0.024216175079345703,3,"frozenset({(3, 1), (1, 2), (3, 0)})",13.465721728863793
3,1.0,0.0,1.5,0.0,0.0,,4.0,12.0,4,4,3533,0.011374235153198242,0.10797333717346191,True,refined_indep_facts,refined_indep_facts,0.012391090393066406,0.014827489852905273,3,"frozenset({(3, 1), (1, 2), (3, 0)})",1.789828752844439
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,11.0,4,4,3533,0.011374235153198242,0.10797333717346191,True,refined_indep_facts,arrows_sum,0.012391090393066406,0.0010573863983154297,3,"frozenset({(3, 1), (1, 2), (0, 3)})",1.4999285542812761
1,1.0,0.0,0.5,0.0,0.0,,4.0,9.0,4,4,3533,0.011374235153198242,0.10797333717346191,True,refined_indep_facts,arrows_mean,0.012391090393066406,0.0010416507720947266,1,"frozenset({(3, 1)})",0.5001933354419763
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,4125,0.011374235153198242,0.10146689414978027,True,original,original,0.05581974983215332,0.016681671142578125,4,"frozenset({(1, 0), (1, 2), (2, 0), (3, 1)})",12.426083780444124
3,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,2.0,4,4,4125,0.011374235153198242,0.10146689414978027,True,original,refined_indep_facts,0.05581974983215332,0.009130001068115234,3,"frozenset({(1, 0), (0, 2), (1, 3)})",1.6931658536863887
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,4125,0.011374235153198242,0.10146689414978027,True,original,arrows_sum,0.05581974983215332,0.00067138671875,4,"frozenset({(1, 0), (1, 2), (2, 0), (3, 1)})",2.0
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0,4,4,4125,0.011374235153198242,0.10146689414978027,True,original,arrows_mean,0.05581974983215332,0.0006542205810546875,4,"frozenset({(1, 0), (1, 2), (2, 0), (3, 1)})",0.5
3,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,8.0,4,4,4125,0.011374235153198242,0.10146689414978027,True,refined_indep_facts,original,0.013966798782348633,0.0419766902923584,3,"frozenset({(0, 1), (0, 2), (1, 2)})",5.904973509446558
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0,4,4,4125,0.011374235153198242,0.10146689414978027,True,refined_indep_facts,refined_indep_facts,0.013966798782348633,0.023895263671875,2,"frozenset({(1, 2), (2, 0)})",2.046132998907463
3,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,8.0,4,4,4125,0.011374235153198242,0.10146689414978027,True,refined_indep_facts,arrows_sum,0.013966798782348633,0.0015184879302978516,3,"frozenset({(0, 1), (0, 2), (1, 2)})",1.5
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0,4,4,4125,0.011374235153198242,0.10146689414978027,True,refined_indep_facts,arrows_mean,0.013966798782348633,0.0015149116516113281,2,"frozenset({(1, 2), (2, 0)})",0.5
4,0.75,0.25,1.5,0.25,0.25,0.25,3.0,10.0,4,4,3094,0.011374235153198242,0.09524226188659668,True,original,original,0.07922983169555664,0.009021282196044922,4,"frozenset({(1, 0), (2, 3), (1, 3), (2, 0)})",7.907931789795755
4,0.75,0.25,1.5,0.25,0.25,0.25,3.0,10.0,4,4,3094,0.011374235153198242,0.09524226188659668,True,original,refined_indep_facts,0.07922983169555664,0.005546092987060547,4,"frozenset({(1, 0), (2, 3), (1, 3), (2, 0)})",0.7730811534146302
5,0.8,0.25,2.0,0.2,0.25,0.2222,4.0,10.0,4,4,3094,0.011374235153198242,0.09524226188659668,True,original,arrows_sum,0.07922983169555664,0.00047516822814941406,5,"frozenset({(0, 3), (2, 0), (2, 3), (1, 0), (1, 3)})",2.5
4,0.75,0.25,1.5,0.25,0.25,0.25,4.0,10.0,4,4,3094,0.011374235153198242,0.09524226188659668,True,original,arrows_mean,0.07922983169555664,0.00044345855712890625,4,"frozenset({(1, 0), (0, 3), (2, 3), (2, 0)})",0.5
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,10.0,4,4,3094,0.011374235153198242,0.09524226188659668,True,refined_indep_facts,original,0.011914730072021484,0.019195079803466797,2,"frozenset({(0, 1), (2, 3)})",3.873264005596149
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,10.0,4,4,3094,0.011374235153198242,0.09524226188659668,True,refined_indep_facts,refined_indep_facts,0.011914730072021484,0.012987375259399414,2,"frozenset({(0, 1), (2, 3)})",2.805134276449671
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,10.0,4,4,3094,0.011374235153198242,0.09524226188659668,True,refined_indep_facts,arrows_sum,0.011914730072021484,0.0008425712585449219,2,"frozenset({(0, 1), (2, 3)})",1.0
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,10.0,4,4,3094,0.011374235153198242,0.09524226188659668,True,refined_indep_facts,arrows_mean,0.011914730072021484,0.0008306503295898438,2,"frozenset({(0, 1), (2, 3)})",0.5
4,0.5,0.5,1.0,0.5,0.5,0.5,3.0,7.0,4,4,6398,0.011374235153198242,0.11035466194152832,True,original,original,0.04464864730834961,0.003238677978515625,4,"frozenset({(0, 2), (1, 2), (3, 2), (0, 3)})",8.861589195680668
4,0.5,0.5,1.0,0.5,0.5,0.5,3.0,7.0,4,4,6398,0.011374235153198242,0.11035466194152832,True,original,refined_indep_facts,0.04464864730834961,0.0016088485717773438,4,"frozenset({(0, 2), (1, 2), (3, 2), (0, 3)})",0.852715081543806
4,0.5,0.5,1.0,0.5,0.5,0.5,3.0,7.0,4,4,6398,0.011374235153198242,0.11035466194152832,True,original,arrows_sum,0.04464864730834961,0.00025343894958496094,4,"frozenset({(0, 2), (1, 2), (3, 2), (0, 3)})",2.011258918880751
4,0.5,0.5,1.0,0.5,0.5,0.5,3.0,7.0,4,4,6398,0.011374235153198242,0.11035466194152832,True,original,arrows_mean,0.04464864730834961,0.00023126602172851562,4,"frozenset({(0, 2), (1, 2), (3, 2), (0, 3)})",0.5028147297201877
2,1.0,0.0,1.0,0.0,0.0,,4.0,9.0,4,4,6398,0.011374235153198242,0.11035466194152832,True,refined_indep_facts,original,0.009565353393554688,0.010781049728393555,2,"frozenset({(2, 3), (0, 2)})",6.88622864244734
2,1.0,0.0,1.0,0.0,0.0,,4.0,9.0,4,4,6398,0.011374235153198242,0.11035466194152832,True,refined_indep_facts,refined_indep_facts,0.009565353393554688,0.0069391727447509766,2,"frozenset({(2, 3), (0, 2)})",1.9376784190592649
2,1.0,0.0,1.0,0.0,0.0,,4.0,9.0,4,4,6398,0.011374235153198242,0.11035466194152832,True,refined_indep_facts,arrows_sum,0.009565353393554688,0.0005764961242675781,2,"frozenset({(2, 3), (0, 2)})",0.9999999023026336
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,7.0,4,4,6398,0.011374235153198242,0.11035466194152832,True,refined_indep_facts,arrows_mean,0.009565353393554688,0.0005719661712646484,1,"frozenset({(1, 2)})",0.5030319273399995
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,5,5,7816,0.12696337699890137,1.2986056804656982,True,original,original,0.021221637725830078,0.002841472625732422,3,"frozenset({(2, 0), (1, 4), (3, 0)})",10.04353436354939
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,5,5,7816,0.12696337699890137,1.2986056804656982,True,original,refined_indep_facts,0.021221637725830078,0.0018076896667480469,3,"frozenset({(2, 0), (1, 4), (3, 0)})",2.762658296542331
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,5,5,7816,0.12696337699890137,1.2986056804656982,True,original,arrows_sum,0.021221637725830078,0.0002474784851074219,3,"frozenset({(2, 0), (1, 4), (3, 0)})",1.5018116398349204
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,5,5,7816,0.12696337699890137,1.2986056804656982,True,original,arrows_mean,0.021221637725830078,0.0002307891845703125,3,"frozenset({(2, 0), (1, 4), (3, 0)})",0.5006038799449735
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,5,5,7816,0.12696337699890137,1.2986056804656982,True,refined_indep_facts,original,0.01683783531188965,0.017201900482177734,3,"frozenset({(2, 0), (1, 4), (3, 0)})",10.04353436354939
2,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,5.0,5,5,7816,0.12696337699890137,1.2986056804656982,True,refined_indep_facts,refined_indep_facts,0.01683783531188965,0.013593673706054688,2,"frozenset({(2, 0), (4, 1)})",2.762658296542331
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,5,5,7816,0.12696337699890137,1.2986056804656982,True,refined_indep_facts,arrows_sum,0.01683783531188965,0.0009062290191650391,3,"frozenset({(2, 0), (1, 4), (3, 0)})",1.5018116398349204
1,1.0,0.0,0.2,0.0,0.0,,5.0,12.0,5,5,7816,0.12696337699890137,1.2986056804656982,True,refined_indep_facts,arrows_mean,0.01683783531188965,0.0009086132049560547,1,"frozenset({(1, 4)})",0.5009664266134084
4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,3.0,5,5,3578,0.12696337699890137,1.164555549621582,True,original,original,0.24929499626159668,0.030076980590820312,4,"frozenset({(0, 1), (0, 2), (4, 1), (3, 1)})",16.087148066903538
4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,3.0,5,5,3578,0.12696337699890137,1.164555549621582,True,original,refined_indep_facts,0.24929499626159668,0.01919412612915039,4,"frozenset({(0, 1), (0, 2), (4, 1), (3, 1)})",3.8154408716836845
6,0.3333,0.8,0.4,0.6667,0.8,0.7273,3.0,3.0,5,5,3578,0.12696337699890137,1.164555549621582,True,original,arrows_sum,0.24929499626159668,0.0008318424224853516,6,"frozenset({(0, 1), (2, 1), (4, 3), (3, 1), (0, 2), (4, 1)})",3.0022362460287813
6,0.3333,0.8,0.4,0.6667,0.8,0.7273,3.0,3.0,5,5,3578,0.12696337699890137,1.164555549621582,True,original,arrows_mean,0.24929499626159668,0.0008296966552734375,6,"frozenset({(0, 1), (2, 1), (4, 3), (3, 1), (0, 2), (4, 1)})",0.5003727076714636
3,0.0,0.6,0.0,1.0,0.6,0.75,2.0,5.0,5,5,3578,0.12696337699890137,1.164555549621582,True,refined_indep_facts,original,0.019042491912841797,0.033913612365722656,3,"frozenset({(3, 1), (0, 2), (4, 1)})",11.892518517408588
2,0.5,0.2,0.2,0.5,0.2,0.2857,4.0,11.0,5,5,3578,0.12696337699890137,1.164555549621582,True,refined_indep_facts,refined_indep_facts,0.019042491912841797,0.0224611759185791,2,"frozenset({(0, 2), (1, 4)})",5.863772277823764
3,0.0,0.6,0.0,1.0,0.6,0.75,2.0,5.0,5,5,3578,0.12696337699890137,1.164555549621582,True,refined_indep_facts,arrows_sum,0.019042491912841797,0.0010097026824951172,3,"frozenset({(3, 1), (0, 2), (4, 1)})",1.500820304661026
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,9.0,5,5,3578,0.12696337699890137,1.164555549621582,True,refined_indep_facts,arrows_mean,0.019042491912841797,0.0010035037994384766,1,"frozenset({(4, 1)})",0.5004843579500993
4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,4.0,5,5,2656,0.12696337699890137,1.168567419052124,True,original,original,0.17952370643615723,0.06275081634521484,4,"frozenset({(2, 3), (1, 2), (1, 4), (0, 3)})",15.817762448547981
4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,4.0,5,5,2656,0.12696337699890137,1.168567419052124,True,original,refined_indep_facts,0.17952370643615723,0.04070591926574707,4,"frozenset({(2, 3), (1, 2), (1, 4), (0, 3)})",3.46009673996355
7,0.5714,0.6,0.8,0.4286,0.6,0.5,5.0,9.0,5,5,2656,0.12696337699890137,1.168567419052124,True,original,arrows_sum,0.17952370643615723,0.0020270347595214844,7,"frozenset({(1, 2), (4, 3), (4, 1), (0, 3), (4, 2), (2, 3), (1, 3)})",3.5001919653304294
6,0.6667,0.4,0.8,0.3333,0.4,0.3636,6.0,10.0,5,5,2656,0.12696337699890137,1.168567419052124,True,original,arrows_mean,0.17952370643615723,0.0020322799682617188,6,"frozenset({(1, 2), (4, 1), (4, 3), (0, 3), (4, 2), (1, 3)})",0.5000382596179819
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,11.0,5,5,2656,0.12696337699890137,1.168567419052124,True,refined_indep_facts,original,0.01842045783996582,0.04601001739501953,3,"frozenset({(2, 3), (0, 3), (4, 1)})",11.605509079612172
2,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,8.0,5,5,2656,0.12696337699890137,1.168567419052124,True,refined_indep_facts,refined_indep_facts,0.01842045783996582,0.030869722366333008,2,"frozenset({(1, 2), (1, 4)})",4.890013336241528
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,12.0,5,5,2656,0.12696337699890137,1.168567419052124,True,refined_indep_facts,arrows_sum,0.01842045783996582,0.001512289047241211,3,"frozenset({(1, 2), (4, 1), (0, 3)})",1.500114643208029
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,13.0,5,5,2656,0.12696337699890137,1.168567419052124,True,refined_indep_facts,arrows_mean,0.01842045783996582,0.0014812946319580078,1,"frozenset({(0, 3)})",0.5000400528640983
4,0.75,0.2,0.6,0.25,0.2,0.2222,4.0,15.0,5,5,2688,0.12696337699890137,1.1684081554412842,True,original,original,0.16994500160217285,0.011583089828491211,4,"frozenset({(0, 4), (2, 0), (4, 1), (4, 3)})",30.350608880250753
4,0.75,0.2,0.6,0.25,0.2,0.2222,4.0,15.0,5,5,2688,0.12696337699890137,1.1684081554412842,True,original,refined_indep_facts,0.16994500160217285,0.005272865295410156,4,"frozenset({(0, 4), (2, 0), (4, 1), (4, 3)})",3.78578243579831
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,14.0,5,5,2688,0.12696337699890137,1.1684081554412842,True,original,arrows_sum,0.16994500160217285,0.0003795623779296875,4,"frozenset({(0, 2), (4, 0), (4, 1), (3, 4)})",1.9999725332017861
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,14.0,5,5,2688,0.12696337699890137,1.1684081554412842,True,original,arrows_mean,0.16994500160217285,0.0003712177276611328,4,"frozenset({(0, 2), (4, 0), (4, 1), (3, 4)})",0.49999313330044654
3,0.0,0.6,0.0,1.0,0.6,0.75,2.0,5.0,5,5,2688,0.12696337699890137,1.1684081554412842,True,refined_indep_facts,original,0.019840240478515625,0.06991934776306152,3,"frozenset({(0, 2), (4, 0), (4, 3)})",16.46604201299586
2,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,11.0,5,5,2688,0.12696337699890137,1.1684081554412842,True,refined_indep_facts,refined_indep_facts,0.019840240478515625,0.03401517868041992,2,"frozenset({(0, 2), (1, 4)})",4.450844883414595
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,10.0,5,5,2688,0.12696337699890137,1.1684081554412842,True,refined_indep_facts,arrows_sum,0.019840240478515625,0.001619100570678711,3,"frozenset({(0, 2), (4, 0), (3, 4)})",1.5001208351618107
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,12.0,5,5,2688,0.12696337699890137,1.1684081554412842,True,refined_indep_facts,arrows_mean,0.019840240478515625,0.0016350746154785156,1,"frozenset({(1, 4)})",0.5001331581601949
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,10.0,5,5,2494,0.12696337699890137,1.3135321140289307,True,original,original,0.03338193893432617,0.006750345230102539,3,"frozenset({(1, 0), (3, 2), (2, 4)})",9.449776633653988
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,10.0,5,5,2494,0.12696337699890137,1.3135321140289307,True,original,refined_indep_facts,0.03338193893432617,0.0050830841064453125,3,"frozenset({(1, 0), (3, 2), (2, 4)})",2.8813845663683675
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,15.0,5,5,2494,0.12696337699890137,1.3135321140289307,True,original,arrows_sum,0.03338193893432617,0.00041961669921875,3,"frozenset({(1, 0), (2, 4), (2, 3)})",1.5013102039084996
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,15.0,5,5,2494,0.12696337699890137,1.3135321140289307,True,original,arrows_mean,0.03338193893432617,0.0004162788391113281,3,"frozenset({(1, 0), (2, 4), (2, 3)})",0.5004367346361666
2,0.5,0.2,0.2,0.5,0.2,0.2857,4.0,12.0,5,5,2494,0.12696337699890137,1.3135321140289307,True,refined_indep_facts,original,0.015355825424194336,0.008794069290161133,2,"frozenset({(0, 1), (2, 3)})",6.4552469564566035
2,0.5,0.2,0.2,0.5,0.2,0.2857,4.0,12.0,5,5,2494,0.12696337699890137,1.3135321140289307,True,refined_indep_facts,refined_indep_facts,0.015355825424194336,0.007081747055053711,2,"frozenset({(0, 1), (2, 3)})",3.180124734072817
2,1.0,0.0,0.4,0.0,0.0,,5.0,17.0,5,5,2494,0.12696337699890137,1.3135321140289307,True,refined_indep_facts,arrows_sum,0.015355825424194336,0.0005457401275634766,2,"frozenset({(1, 0), (2, 3)})",1.0005422620774127
1,1.0,0.0,0.2,0.0,0.0,,5.0,16.0,5,5,2494,0.12696337699890137,1.3135321140289307,True,refined_indep_facts,arrows_mean,0.015355825424194336,0.0005128383636474609,1,"frozenset({(2, 3)})",0.5006947951364243
5,0.8,0.2,0.8,0.2,0.2,0.2,4.0,15.0,5,5,183,0.12696337699890137,1.0666418075561523,True,original,original,0.19807791709899902,0.015735149383544922,5,"frozenset({(1, 2), (4, 0), (0, 3), (2, 0), (1, 4)})",31.001211916300445
5,0.8,0.2,0.8,0.2,0.2,0.2,4.0,15.0,5,5,183,0.12696337699890137,1.0666418075561523,True,original,refined_indep_facts,0.19807791709899902,0.006577968597412109,5,"frozenset({(1, 2), (4, 0), (0, 3), (2, 0), (1, 4)})",2.5026918125714395
6,0.6667,0.4,0.8,0.3333,0.4,0.3636,4.0,14.0,5,5,183,0.12696337699890137,1.0666418075561523,True,original,arrows_sum,0.19807791709899902,0.00043654441833496094,6,"frozenset({(4, 0), (2, 1), (0, 3), (2, 0), (1, 4), (1, 0)})",2.999998582454553
5,0.8,0.2,0.8,0.2,0.2,0.2,4.0,15.0,5,5,183,0.12696337699890137,1.0666418075561523,True,original,arrows_mean,0.19807791709899902,0.00042724609375,5,"frozenset({(1, 2), (4, 0), (0, 3), (2, 0), (1, 4)})",0.5
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,14.0,5,5,183,0.12696337699890137,1.0666418075561523,True,refined_indep_facts,original,0.02240467071533203,0.1087644100189209,3,"frozenset({(1, 2), (2, 0), (0, 3)})",11.129900088594866
2,0.5,0.2,0.2,0.5,0.2,0.2857,4.0,14.0,5,5,183,0.12696337699890137,1.0666418075561523,True,refined_indep_facts,refined_indep_facts,0.02240467071533203,0.047734975814819336,2,"frozenset({(0, 3), (2, 0)})",3.7910216775395873
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,14.0,5,5,183,0.12696337699890137,1.0666418075561523,True,refined_indep_facts,arrows_sum,0.02240467071533203,0.002249002456665039,3,"frozenset({(1, 2), (2, 0), (0, 3)})",1.5
2,0.5,0.2,0.2,0.5,0.2,0.2857,4.0,14.0,5,5,183,0.12696337699890137,1.0666418075561523,True,refined_indep_facts,arrows_mean,0.02240467071533203,0.0022287368774414062,2,"frozenset({(0, 3), (2, 0)})",0.5
3,0.0,0.6,0.0,1.0,0.6,0.75,2.0,5.0,5,5,7977,0.12696337699890137,1.1757183074951172,True,original,original,0.02200460433959961,0.006400585174560547,3,"frozenset({(4, 0), (4, 1), (3, 4)})",19.223349493601475
3,0.0,0.6,0.0,1.0,0.6,0.75,2.0,5.0,5,5,7977,0.12696337699890137,1.1757183074951172,True,original,refined_indep_facts,0.02200460433959961,0.0033605098724365234,3,"frozenset({(4, 0), (4, 1), (3, 4)})",2.8048520002263873
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,17.0,5,5,7977,0.12696337699890137,1.1757183074951172,True,original,arrows_sum,0.02200460433959961,0.00034427642822265625,3,"frozenset({(0, 4), (4, 1), (4, 3)})",1.4985593977701561
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,17.0,5,5,7977,0.12696337699890137,1.1757183074951172,True,original,arrows_mean,0.02200460433959961,0.0003199577331542969,3,"frozenset({(0, 4), (4, 1), (4, 3)})",0.4995197992567187
3,0.0,0.6,0.0,1.0,0.6,0.75,2.0,5.0,5,5,7977,0.12696337699890137,1.1757183074951172,True,refined_indep_facts,original,0.016236543655395508,0.025961637496948242,3,"frozenset({(4, 0), (4, 1), (3, 4)})",19.223349493601475
1,1.0,0.0,0.2,0.0,0.0,,5.0,14.0,5,5,7977,0.12696337699890137,1.1757183074951172,True,refined_indep_facts,refined_indep_facts,0.016236543655395508,0.014926671981811523,1,"frozenset({(1, 4)})",2.8048520002263873
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,17.0,5,5,7977,0.12696337699890137,1.1757183074951172,True,refined_indep_facts,arrows_sum,0.016236543655395508,0.000978708267211914,3,"frozenset({(0, 4), (4, 1), (4, 3)})",1.4985593977701561
1,1.0,0.0,0.2,0.0,0.0,,5.0,14.0,5,5,7977,0.12696337699890137,1.1757183074951172,True,refined_indep_facts,arrows_mean,0.016236543655395508,0.000965118408203125,1,"frozenset({(1, 4)})",0.5013910883437462
5,0.2,0.8,0.2,0.8,0.8,0.8,1.0,3.0,5,5,3199,0.12696337699890137,1.1653754711151123,True,original,original,0.1802811622619629,0.007723808288574219,5,"frozenset({(1, 2), (0, 3), (1, 4), (2, 3), (1, 3)})",28.119409856358867
