dataset,num_nodes,num_edges,impl,seed,time,remove_n,dag_nnz,dag_fdr,dag_tpr,dag_fpr,dag_precision,dag_recall,dag_F1,dag_shd,dag_sid,cpdag_nnz,cpdag_fdr,cpdag_tpr,cpdag_fpr,cpdag_precision,cpdag_recall,cpdag_F1,cpdag_shd,cpdag_sid_low,cpdag_sid_high,AP,CIT_Precision,CIT_Recall,CIT_F1
dag_10_nodes_10_edges_degrees_random,10,10,new,183,0.07723905611783266,3,7.0,0.20002,0.5599999999999999,0.04,0.79998,0.5599999999999999,0.65882,4.4,19.0,7.0,0.0,0.7,0.0,0.8571,0.6,0.7059,6.0,12.0,36.0,0.8724104359192669,0.7647058823529411,0.9512195121951219,0.8478260869565216
dag_10_nodes_10_edges_degrees_random,10,10,new,7977,0.3216842347756028,45,8.0,0.2,0.64,0.0457,0.8,0.64,0.7111400000000001,3.6,13.2,8.0,0.0,0.8,0.0,0.875,0.7,0.7778,5.0,5.0,29.0,0.9419902930574271,1.0,0.5555555555555556,0.7142857142857143
dag_10_nodes_10_edges_degrees_random,10,10,new,3199,0.26592544792219996,40,6.0,0.41664999999999996,0.35,0.07139999999999999,0.58335,0.35,0.4375,6.5,26.0,6.0,0.3333,0.4,0.0571,0.5,0.3,0.375,8.0,23.0,37.0,0.8956797502736001,0.8421052631578947,0.35555555555555557,0.5
dag_10_nodes_10_edges_degrees_random,10,10,new,316,0.3855798286385834,52,7.0,0.22858,0.5399999999999999,0.0457,0.7714200000000001,0.5399999999999999,0.6352800000000001,4.6,16.6,7.0,0.0,0.7,0.0,1.0,0.7,0.8234999999999999,5.0,9.0,21.0,0.9004034654272295,0.9354838709677419,0.4461538461538462,0.6041666666666666
dag_10_nodes_10_edges_degrees_random,10,10,new,8266,0.34831623500213027,58,5.0,0.1,0.45,0.0143,0.9,0.45,0.6,5.5,19.5,5.0,0.0,0.5,0.0,0.8,0.4,0.5333,6.5,15.5,28.5,0.9120033324883832,1.0,0.022727272727272728,0.044444444444444446
dag_10_nodes_10_edges_degrees_random,10,10,new,1532,0.44200996588915586,70,6.0,0.27776666666666666,0.43333333333333335,0.047599999999999996,0.7222333333333334,0.43333333333333335,0.5416666666666666,6.666666666666667,17.666666666666668,6.0,0.1667,0.5,0.0286,0.8333,0.5,0.625,7.0,13.0,21.0,0.9363575748023583,1.0,0.13793103448275862,0.2424242424242424
dag_10_nodes_10_edges_degrees_random,10,10,new,1009,0.3418470467440784,56,5.0,0.30000000000000004,0.35,0.04285,0.7,0.35,0.46665,6.5,23.0,5.0,0.2,0.4,0.02855,0.6000000000000001,0.30000000000000004,0.4,7.5,19.0,32.0,0.9259592027041373,1.0,0.023255813953488372,0.04545454545454545
dag_10_nodes_10_edges_degrees_random,10,10,new,2250,0.367491589859128,61,5.0,0.1,0.45,0.0143,0.9,0.45,0.6,5.5,17.0,5.0,0.0,0.5,0.0,0.8,0.4,0.5333,7.0,14.0,30.0,0.9064076343263645,1.0,0.044444444444444446,0.0851063829787234
dag_10_nodes_10_edges_degrees_random,10,10,new,4447,0.41739290300756693,62,8.0,0.175,0.66,0.04,0.825,0.66,0.73336,3.4,15.2,8.0,0.0,0.8,0.0,1.0,0.8,0.8888999999999999,4.0,8.0,24.0,0.9179388573250612,1.0,0.40540540540540543,0.5769230769230769
dag_10_nodes_10_edges_degrees_random,10,10,new,2415,0.14479428390040994,11,7.0,0.22858,0.5399999999999999,0.0457,0.7714200000000001,0.5399999999999999,0.6352800000000001,4.6,20.2,7.0,0.0,0.7,0.0,0.8571,0.6,0.7059,6.0,12.0,36.0,0.9482728467209454,0.8604651162790697,0.9024390243902439,0.8809523809523809
