dataset,num_nodes,num_edges,impl,run_id,time,remove_n,dag_nnz,dag_fdr,dag_tpr,dag_fpr,dag_precision,dag_recall,dag_F1,dag_shd,dag_sid,cpdag_nnz,cpdag_fdr,cpdag_tpr,cpdag_fpr,cpdag_precision,cpdag_recall,cpdag_F1,cpdag_shd,cpdag_sid_low,cpdag_sid_high
cancer,5,4,org,30,0.17949134204536676,5,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0
cancer,5,4,org,31,0.8685155949788168,9,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0
cancer,5,4,org,32,0.6176050340291113,11,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0
cancer,5,4,org,33,0.4162389700068161,7,3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0
cancer,5,4,org,34,0.4921388450311497,8,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
cancer,5,4,org,35,0.23045022296719253,6,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0
cancer,5,4,org,36,0.3177849219646305,6,4,0.5,0.5,0.3333,0.5,0.5,0.5,3.0,6.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,3.0,6.0,6.0
cancer,5,4,org,37,0.1535727990558371,5,3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,3,0.6667,0.25,0.3333,0.0,0.0,,4.0,11.0,16.0
cancer,5,4,org,38,1.1030546710826457,9,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,org,39,0.4043323970399797,9,5,0.6,0.5,0.5,0.4,0.5,0.4444,4.0,10.0,5,0.6,0.5,0.5,0.4,0.5,0.4444,4.0,10.0,15.0
cancer,5,4,org,40,0.7524445459712297,13,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,org,41,0.5852913330309093,8,5,1.0,0.0,0.8333,0.0,0.0,,5.0,19.0,5,0.6,0.5,0.5,0.0,0.0,,5.0,10.0,19.0
cancer,5,4,org,42,0.3856650299858302,7,4,1.0,0.0,0.6667,0.0,0.0,,5.0,15.0,4,1.0,0.0,0.6667,0.0,0.0,,5.0,15.0,15.0
cancer,5,4,org,43,0.5049028070643544,10,5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,9.0
cancer,5,4,org,44,0.3724362679058686,7,5,0.8,0.25,0.6667,0.2,0.25,0.2222,5.0,14.0,5,0.8,0.25,0.6667,0.2,0.25,0.2222,5.0,14.0,14.0
cancer,5,4,org,45,0.40005553094670177,7,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
cancer,5,4,org,46,0.6018738240236416,7,5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,14.0,5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,9.0,14.0
cancer,5,4,org,47,0.300549000967294,8,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,org,48,0.46458241099026054,7,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,org,49,0.727855022996664,8,5,1.0,0.0,0.8333,0.0,0.0,,6.0,19.0,5,0.8,0.25,0.6667,0.0,0.0,,6.0,14.0,19.0
cancer,5,4,new,0,1.2248121810844168,9,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,1,0.2824681489728391,6,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,2,0.68180040596053,8,5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,9.0,5,0.4,0.75,0.3333,0.4,0.5,0.4444,3.0,5.0,15.0
cancer,5,4,new,3,0.5062724349554628,8,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
cancer,5,4,new,4,0.4147081020055339,8,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,5,0.18201513402163982,5,3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,3,0.6667,0.25,0.3333,0.0,0.0,,4.0,11.0,16.0
cancer,5,4,new,6,0.504086393979378,10,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.25,0.75,0.1667,0.5,0.5,0.5,2.0,5.0,15.0
cancer,5,4,new,7,0.23121055797673762,5,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,8,0.5166859700111672,10,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
cancer,5,4,new,9,0.23377264000009745,6,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0
cancer,5,4,new,10,0.23365055001340806,6,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0
cancer,5,4,new,11,0.6097997670294717,8,5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,9.0,5,0.4,0.75,0.3333,0.4,0.5,0.4444,3.0,5.0,15.0
cancer,5,4,new,12,0.4744498539948836,7,5,1.0,0.0,0.8333,0.0,0.0,,5.0,19.0,5,0.6,0.5,0.5,0.0,0.0,,5.0,10.0,19.0
cancer,5,4,new,13,0.4287502419902012,9,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0
cancer,5,4,new,14,0.18064451101236045,7,4,0.5,0.5,0.3333,0.5,0.5,0.5,3.0,5.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,3.0,5.0,10.0
cancer,5,4,new,15,0.40631694602780044,8,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,16,0.13628884009085596,4,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,11.0
cancer,5,4,new,17,0.4773478170391172,8,5,0.8,0.25,0.6667,0.2,0.25,0.2222,4.0,14.0,5,0.6,0.5,0.5,0.2,0.25,0.2222,4.0,10.0,15.0
cancer,5,4,new,18,0.6514465380460024,13,4,1.0,0.0,0.6667,0.0,0.0,,4.0,20.0,4,0.5,0.5,0.3333,0.0,0.0,,4.0,15.0,20.0
cancer,5,4,new,19,0.43723091296851635,9,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,20,0.3898429259425029,9,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,21,0.5144099229946733,8,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0
cancer,5,4,new,22,0.1545732719823718,4,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0
cancer,5,4,new,23,0.6035600249888375,8,5,1.0,0.0,0.8333,0.0,0.0,,5.0,19.0,5,0.6,0.5,0.5,0.0,0.0,,5.0,10.0,19.0
cancer,5,4,new,24,0.6582297519780695,15,5,1.0,0.0,0.8333,0.0,0.0,,5.0,19.0,5,0.6,0.5,0.5,0.0,0.0,,5.0,10.0,19.0
cancer,5,4,new,25,0.12882082106079906,5,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0
cancer,5,4,new,26,0.5950075669679791,11,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0
cancer,5,4,new,27,0.07084172603208572,2,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0
cancer,5,4,new,28,0.944750915048644,9,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.25,0.75,0.1667,0.5,0.5,0.5,2.0,5.0,15.0
cancer,5,4,new,29,0.6759329019114375,8,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,30,0.19196279300376773,5,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0
cancer,5,4,new,31,0.559008460957557,9,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0
cancer,5,4,new,32,0.43549348099622875,11,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0
cancer,5,4,new,33,0.2760052760131657,7,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,34,0.4676647949963808,8,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
cancer,5,4,new,35,0.25340848695486784,6,3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,3,0.0,0.75,0.0,0.6667,0.5,0.5714,2.0,1.0,11.0
cancer,5,4,new,36,0.38102585601154715,6,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,37,0.15394229209050536,5,3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,3,0.6667,0.25,0.3333,0.0,0.0,,4.0,11.0,16.0
cancer,5,4,new,38,0.7260773100424558,9,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,39,0.40378778998274356,9,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,40,0.6901388700352982,13,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,41,0.4514160529943183,8,5,1.0,0.0,0.8333,0.0,0.0,,5.0,19.0,5,0.6,0.5,0.5,0.0,0.0,,5.0,10.0,19.0
cancer,5,4,new,42,0.3608700759941712,7,3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,3,0.6667,0.25,0.3333,0.0,0.0,,4.0,11.0,16.0
cancer,5,4,new,43,0.3850238280138001,10,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
cancer,5,4,new,44,0.3810766270617023,7,3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,11.0
cancer,5,4,new,45,0.4705407649744302,7,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
cancer,5,4,new,46,0.4882372599095106,7,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0
cancer,5,4,new,47,0.2717937038978562,8,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,48,0.4206067429622635,7,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,10.0
cancer,5,4,new,49,0.5268061580136418,8,5,1.0,0.0,0.8333,0.0,0.0,,5.0,19.0,5,0.6,0.5,0.5,0.0,0.0,,5.0,10.0,19.0
asia,8,8,org,0,42.498067307053134,35,12,0.6667,0.5,0.4,0.3333,0.5,0.4,10.0,25.0,12,0.5,0.75,0.3,0.4167,0.625,0.5,10.0,10.0,31.0
asia,8,8,org,1,21.96590476401616,30,10,0.6,0.5,0.3,0.4,0.5,0.4444,9.0,17.0,10,0.6,0.5,0.3,0.3,0.375,0.3333,10.0,16.0,27.0
asia,8,8,org,2,55.412799585959874,45,11,0.6364,0.5,0.35,0.3636,0.5,0.4211,10.0,29.0,11,0.6364,0.5,0.35,0.3636,0.5,0.4211,11.0,21.0,29.0
asia,8,8,org,3,72.33598668000195,35,14,0.7857,0.375,0.55,0.2143,0.375,0.2727,14.0,18.0,14,0.7857,0.375,0.55,0.2143,0.375,0.2727,14.0,18.0,18.0
asia,8,8,org,4,74.4856003880268,32,10,0.7,0.375,0.35,0.3,0.375,0.3333,11.0,16.0,10,0.6,0.5,0.3,0.2,0.25,0.2222,10.0,9.0,20.0
asia,8,8,org,5,60.634911875007674,40,17,0.8235,0.375,0.7,0.1765,0.375,0.24,17.0,13.0,17,0.7647,0.5,0.65,0.1765,0.375,0.24,17.0,11.0,19.0
asia,8,8,org,6,35.401144117931835,38,13,0.6923,0.5,0.45,0.3077,0.5,0.381,11.0,16.0,13,0.6154,0.625,0.4,0.2308,0.375,0.2857,10.0,9.0,16.0
asia,8,8,org,7,9.034387462073937,29,10,0.5,0.625,0.25,0.5,0.625,0.5556,7.0,11.0,10,0.4,0.75,0.2,0.4,0.5,0.4444,6.0,4.0,16.0
asia,8,8,org,8,28.775458912947215,28,12,0.75,0.375,0.45,0.25,0.375,0.3,12.0,18.0,12,0.75,0.375,0.45,0.25,0.375,0.3,12.0,18.0,18.0
asia,8,8,org,9,52.66741287999321,33,11,0.7273,0.375,0.4,0.2727,0.375,0.3158,11.0,18.0,11,0.5455,0.625,0.3,0.0909,0.125,0.1053,12.0,7.0,30.0
asia,8,8,org,10,81.25804946792778,32,12,0.6667,0.5,0.4,0.3333,0.5,0.4,11.0,21.0,12,0.5833,0.625,0.35,0.25,0.375,0.3,10.0,14.0,29.0
asia,8,8,org,11,21.8535862499848,32,10,0.4,0.75,0.2,0.6,0.75,0.6667,6.0,14.0,10,0.4,0.75,0.2,0.4,0.5,0.4444,7.0,14.0,28.0
asia,8,8,org,12,23.807036070036702,33,12,0.6667,0.5,0.4,0.3333,0.5,0.4,10.0,20.0,12,0.5833,0.625,0.35,0.3333,0.5,0.4,9.0,15.0,26.0
asia,8,8,org,13,33.97445912309922,31,11,0.5455,0.625,0.3,0.4545,0.625,0.5263,8.0,20.0,11,0.4545,0.75,0.25,0.1818,0.25,0.2105,9.0,13.0,43.0
asia,8,8,org,14,66.18289089202881,48,17,0.8824,0.25,0.75,0.1176,0.25,0.16,18.0,39.0,17,0.8235,0.375,0.7,0.1176,0.25,0.16,17.0,14.0,43.0
asia,8,8,org,15,24.71357250690926,30,8,0.5,0.5,0.2,0.5,0.5,0.5,7.0,29.0,8,0.375,0.625,0.15,0.375,0.375,0.375,6.0,15.0,29.0
asia,8,8,org,16,67.66333047801163,34,11,0.7273,0.375,0.4,0.2727,0.375,0.3158,11.0,34.0,11,0.7273,0.375,0.4,0.2727,0.375,0.3158,12.0,27.0,39.0
asia,8,8,org,17,1.4015114260837436,16,9,0.5556,0.5,0.25,0.4444,0.5,0.4706,8.0,13.0,9,0.4444,0.625,0.2,0.3333,0.375,0.3529,7.0,6.0,13.0
asia,8,8,org,18,71.66995739401318,34,12,0.6667,0.5,0.4,0.3333,0.5,0.4,11.0,13.0,12,0.6667,0.5,0.4,0.25,0.375,0.3,11.0,13.0,19.0
asia,8,8,org,19,15.542337319930084,31,10,0.6,0.5,0.3,0.4,0.5,0.4444,9.0,13.0,10,0.5,0.625,0.25,0.3,0.375,0.3333,8.0,4.0,13.0
asia,8,8,org,20,21.38386513805017,35,10,0.5,0.625,0.25,0.5,0.625,0.5556,7.0,12.0,10,0.4,0.75,0.2,0.4,0.5,0.4444,6.0,6.0,28.0
asia,8,8,org,21,27.508928960072808,27,10,0.6,0.5,0.3,0.4,0.5,0.4444,9.0,20.0,10,0.5,0.625,0.25,0.3,0.375,0.3333,8.0,6.0,34.0
asia,8,8,org,22,26.441794559010305,37,9,0.5556,0.5,0.25,0.4444,0.5,0.4706,8.0,20.0,9,0.4444,0.625,0.2,0.3333,0.375,0.3529,7.0,13.0,27.0
asia,8,8,org,23,13.649418546934612,27,11,0.6364,0.5,0.35,0.3636,0.5,0.4211,10.0,11.0,11,0.5455,0.625,0.3,0.2727,0.375,0.3158,9.0,4.0,16.0
asia,8,8,org,24,48.11729409697,42,10,0.6,0.5,0.3,0.4,0.5,0.4444,8.0,21.0,10,0.5,0.625,0.25,0.4,0.5,0.4444,7.0,16.0,27.0
asia,8,8,org,25,80.30572460510302,36,12,0.75,0.375,0.45,0.25,0.375,0.3,12.0,29.0,12,0.5833,0.625,0.35,0.3333,0.5,0.4,12.0,22.0,39.0
asia,8,8,org,26,83.2184500079602,33,13,0.7692,0.375,0.5,0.2308,0.375,0.2857,13.0,28.0,13,0.6154,0.625,0.4,0.1538,0.25,0.1905,15.0,16.0,37.0
asia,8,8,org,27,25.84215151902754,30,15,0.7333,0.5,0.55,0.2667,0.5,0.3478,14.0,8.0,15,0.7333,0.5,0.55,0.2,0.375,0.2609,15.0,7.0,20.0
asia,8,8,org,28,17.259461321984418,25,10,0.6,0.5,0.3,0.4,0.5,0.4444,9.0,14.0,10,0.5,0.625,0.25,0.3,0.375,0.3333,8.0,7.0,14.0
asia,8,8,org,29,76.99772423796821,32,11,0.6364,0.5,0.35,0.3636,0.5,0.4211,10.0,42.0,11,0.5455,0.625,0.3,0.3636,0.5,0.4211,10.0,21.0,42.0
asia,8,8,org,30,34.094661126961,33,11,0.7273,0.375,0.4,0.2727,0.375,0.3158,12.0,13.0,11,0.6364,0.5,0.35,0.2727,0.375,0.3158,12.0,6.0,13.0
asia,8,8,org,31,7.667736814939417,24,11,0.5455,0.625,0.3,0.4545,0.625,0.5263,9.0,8.0,11,0.5455,0.625,0.3,0.3636,0.5,0.4211,10.0,8.0,16.0
asia,8,8,org,32,68.08610955195036,33,15,0.7333,0.5,0.55,0.2667,0.5,0.3478,14.0,11.0,15,0.7333,0.5,0.55,0.2,0.375,0.2609,14.0,11.0,17.0
asia,8,8,org,33,45.61013073299546,34,17,0.7059,0.625,0.6,0.2941,0.625,0.4,14.0,28.0,17,0.6471,0.75,0.55,0.2941,0.625,0.4,15.0,14.0,32.0
asia,8,8,org,34,103.19658679689746,42,13,0.7692,0.375,0.5,0.2308,0.375,0.2857,13.0,30.0,13,0.6154,0.625,0.4,0.2308,0.375,0.2857,11.0,19.0,32.0
asia,8,8,org,35,11.703771510976367,42,10,0.5,0.625,0.25,0.5,0.625,0.5556,7.0,10.0,10,0.4,0.75,0.2,0.4,0.5,0.4444,6.0,5.0,17.0
asia,8,8,org,36,55.801503679016605,34,11,0.6364,0.5,0.35,0.3636,0.5,0.4211,10.0,27.0,11,0.5455,0.625,0.3,0.2727,0.375,0.3158,9.0,7.0,37.0
asia,8,8,org,37,43.69844574097078,31,10,0.6,0.5,0.3,0.4,0.5,0.4444,9.0,17.0,10,0.6,0.5,0.3,0.3,0.375,0.3333,9.0,17.0,24.0
asia,8,8,org,38,21.000554644037038,29,12,0.75,0.375,0.45,0.25,0.375,0.3,12.0,19.0,12,0.75,0.375,0.45,0.25,0.375,0.3,12.0,17.0,19.0
asia,8,8,org,39,84.50972264504526,33,12,0.6667,0.5,0.4,0.3333,0.5,0.4,11.0,10.0,12,0.5833,0.625,0.35,0.25,0.375,0.3,10.0,5.0,17.0
asia,8,8,org,40,48.188577792956494,33,10,0.6,0.5,0.3,0.4,0.5,0.4444,9.0,15.0,10,0.5,0.625,0.25,0.3,0.375,0.3333,9.0,7.0,30.0
asia,8,8,org,41,80.33318820304703,41,10,0.7,0.375,0.35,0.3,0.375,0.3333,10.0,30.0,10,0.7,0.375,0.35,0.3,0.375,0.3333,10.0,21.0,30.0
asia,8,8,org,42,16.10557296394836,35,12,0.5833,0.625,0.35,0.4167,0.625,0.5,9.0,19.0,12,0.5,0.75,0.3,0.3333,0.5,0.4,9.0,12.0,26.0
asia,8,8,org,43,27.440334800980054,41,11,0.6364,0.5,0.35,0.3636,0.5,0.4211,10.0,25.0,11,0.5455,0.625,0.3,0.2727,0.375,0.3158,9.0,11.0,25.0
asia,8,8,org,44,24.669114165008068,32,12,0.6667,0.5,0.4,0.3333,0.5,0.4,10.0,19.0,12,0.5833,0.625,0.35,0.3333,0.5,0.4,9.0,14.0,25.0
asia,8,8,org,45,77.95813228108454,36,10,0.6,0.5,0.3,0.4,0.5,0.4444,9.0,22.0,10,0.5,0.625,0.25,0.3,0.375,0.3333,8.0,7.0,22.0
asia,8,8,org,46,76.17577654402703,30,11,0.7273,0.375,0.4,0.2727,0.375,0.3158,11.0,19.0,11,0.7273,0.375,0.4,0.2727,0.375,0.3158,11.0,19.0,19.0
asia,8,8,org,47,117.06576423707884,37,10,0.6,0.5,0.3,0.4,0.5,0.4444,9.0,30.0,10,0.5,0.625,0.25,0.3,0.375,0.3333,8.0,15.0,30.0
asia,8,8,org,48,34.55172667198349,27,12,0.75,0.375,0.45,0.25,0.375,0.3,14.0,20.0,12,0.75,0.375,0.45,0.25,0.375,0.3,14.0,19.0,27.0
asia,8,8,org,49,37.116972149931826,41,10,0.7,0.375,0.35,0.3,0.375,0.3333,11.0,27.0,10,0.7,0.375,0.35,0.2,0.25,0.2222,11.0,21.0,37.0
asia,8,8,new,0,5.299504610011354,111,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,1.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,1,6.406124344910495,104,8,0.375,0.625,0.15,0.625,0.625,0.625,4.0,13.0,8,0.125,0.875,0.05,0.375,0.375,0.375,4.0,1.0,30.0
asia,8,8,new,2,8.123732408042997,122,8,0.625,0.375,0.25,0.375,0.375,0.375,6.0,27.0,8,0.375,0.625,0.15,0.375,0.375,0.375,6.0,17.0,37.0
asia,8,8,new,3,7.734309487976134,103,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,1.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,4,9.326065276982263,110,7,0.1429,0.75,0.05,0.8571,0.75,0.8,2.0,8.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,5,5.964434172026813,121,7,0.1429,0.75,0.05,0.8571,0.75,0.8,2.0,8.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,6,5.28932363493368,122,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,1.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,7,6.2605587360449135,131,7,0.1429,0.75,0.05,0.8571,0.75,0.8,2.0,8.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,8,7.121875775046647,101,8,0.25,0.75,0.1,0.75,0.75,0.75,3.0,8.0,8,0.125,0.875,0.05,0.625,0.625,0.625,5.0,1.0,27.0
asia,8,8,new,9,5.986542248050682,111,8,0.625,0.375,0.25,0.375,0.375,0.375,6.0,27.0,8,0.375,0.625,0.15,0.375,0.375,0.375,6.0,17.0,37.0
asia,8,8,new,10,6.839939405908808,104,7,0.1429,0.75,0.05,0.8571,0.75,0.8,2.0,8.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,11,9.10817986202892,117,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,1.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,12,8.612857070984319,115,8,0.625,0.375,0.25,0.375,0.375,0.375,6.0,27.0,8,0.375,0.625,0.15,0.375,0.375,0.375,6.0,17.0,37.0
asia,8,8,new,13,6.338905611075461,115,8,0.625,0.375,0.25,0.375,0.375,0.375,6.0,27.0,8,0.375,0.625,0.15,0.375,0.375,0.375,6.0,17.0,37.0
asia,8,8,new,14,8.188924498972483,129,8,0.375,0.625,0.15,0.625,0.625,0.625,3.0,18.0,8,0.25,0.75,0.1,0.75,0.75,0.75,2.0,13.0,26.0
asia,8,8,new,15,8.45204434695188,112,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,1.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,16,5.528230350930244,106,7,0.1429,0.75,0.05,0.8571,0.75,0.8,2.0,8.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,17,8.022459018975496,110,7,0.1429,0.75,0.05,0.8571,0.75,0.8,2.0,8.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,18,7.461603406933136,102,8,0.625,0.375,0.25,0.375,0.375,0.375,6.0,27.0,8,0.375,0.625,0.15,0.375,0.375,0.375,6.0,17.0,37.0
asia,8,8,new,19,6.085460411035456,114,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,1.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,20,5.541677890927531,123,7,0.1429,0.75,0.05,0.8571,0.75,0.8,2.0,8.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,21,7.527495187940076,110,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,22.0
asia,8,8,new,22,7.91496717708651,115,9,0.6667,0.375,0.3,0.3333,0.375,0.3529,6.0,31.0,9,0.3333,0.75,0.15,0.4444,0.5,0.4706,5.0,16.0,41.0
