nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,n_edges,neighbourhood_n_nodes,max_cycle_length,max_ct_depth,max_path_length,max_c_set_size,search_depth,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
3,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,3.0,random_graphs_n4_e4,606,4,4,4,4,1,3,2,12,0.011732816696166992,0.053359270095825195,True,v2,original_ranking,3,"[(0, 1), (3, 1), (3, 2)]",0.0037908554077148438,0.5155022144317627,9.500450434240935
4,1.0,0.0,2.0,0.0,0.0,,4.0,12.0,random_graphs_n4_e4,1933,4,4,4,4,1,3,2,12,0.011732816696166992,0.05161881446838379,True,v2,original_ranking,4,"[(3, 2), (1, 3), (1, 2), (0, 2)]",0.004520893096923828,0.5993251800537109,10.632832207109434
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,6.0,random_graphs_n4_e4,6071,4,4,4,4,1,3,2,12,0.011732816696166992,0.055402517318725586,True,v2,original_ranking,2,"[(3, 0), (1, 2)]",0.0020842552185058594,0.3165242671966553,4.791702642478788
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,9.0,random_graphs_n4_e4,5504,4,4,4,4,1,3,2,12,0.011732816696166992,0.04645204544067383,True,v2,original_ranking,4,"[(3, 0), (2, 3), (2, 1), (0, 1)]",0.004441261291503906,0.5678858757019043,12.261630689254437
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0,random_graphs_n4_e4,5163,4,4,4,4,1,3,2,12,0.011732816696166992,0.05169963836669922,True,v2,original_ranking,3,"[(2, 3), (1, 3), (1, 2)]",0.0026221275329589844,0.3735232353210449,7.61288995019929
4,1.0,0.0,2.0,0.0,0.0,,4.0,12.0,random_graphs_n4_e4,2406,4,4,4,4,1,3,2,12,0.011732816696166992,0.051721811294555664,True,v2,original_ranking,4,"[(2, 3), (1, 3), (1, 2), (0, 3)]",0.004576683044433594,0.6000206470489502,10.243329096259046
5,0.2,1.0,0.5,0.8,1.0,0.8889,1.0,0.0,random_graphs_n4_e4,304,4,4,4,4,1,3,2,12,0.011732816696166992,0.05116081237792969,True,v2,original_ranking,5,"[(3, 2), (3, 0), (1, 2), (1, 0), (0, 2)]",0.005023002624511719,0.6208171844482422,13.734834235108863
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0,random_graphs_n4_e4,3391,4,4,4,4,1,3,2,12,0.011732816696166992,0.052442073822021484,True,v2,original_ranking,3,"[(0, 3), (3, 1), (0, 2)]",0.004233598709106445,0.5683445930480957,13.422074286664342
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,3.0,random_graphs_n4_e4,359,4,4,4,4,1,3,2,12,0.011732816696166992,0.05207419395446777,True,v2,original_ranking,4,"[(2, 3), (0, 3), (0, 2), (2, 1)]",0.004771709442138672,0.6113812923431396,11.70043842409523
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0,random_graphs_n4_e4,9096,4,4,4,4,1,3,2,12,0.011732816696166992,0.05427432060241699,True,v2,original_ranking,3,"[(2, 3), (0, 3), (0, 1)]",0.0038688182830810547,0.5169847011566162,11.438963254540159
3,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0,random_graphs_n4_e4,3533,4,4,4,4,1,3,2,12,0.011732816696166992,0.053841352462768555,True,v2,original_ranking,3,"[(1, 3), (3, 0), (1, 2)]",0.004247188568115234,0.5658884048461914,13.465721728863793
4,0.25,0.75,0.5,0.75,0.75,0.75,1.0,5.0,random_graphs_n4_e4,4125,4,4,4,4,1,3,2,12,0.011732816696166992,0.05162405967712402,True,v2,original_ranking,4,"[(1, 2), (0, 2), (0, 1), (1, 3)]",0.004813432693481445,0.6165564060211182,14.139424939806121
4,0.5,0.5,1.0,0.5,0.5,0.5,2.0,9.0,random_graphs_n4_e4,3094,4,4,4,4,1,3,2,12,0.011732816696166992,0.04704022407531738,True,v2,original_ranking,4,"[(3, 1), (2, 3), (0, 2), (0, 1)]",0.004445552825927734,0.5674295425415039,10.905588919576092
2,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,8.0,random_graphs_n4_e4,6398,4,4,4,4,1,3,2,12,0.011732816696166992,0.05551457405090332,True,v2,original_ranking,2,"[(2, 1), (2, 0)]",0.002698659896850586,0.3757936954498291,6.745133152523011
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,random_graphs_n5_e5,7816,5,5,5,5,2,4,3,12,0.1299879550933838,0.7005398273468018,True,v2,original_ranking,3,"[(1, 4), (3, 0), (2, 0)]",0.003461599349975586,1.679480791091919,10.04353436354939
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,11.0,random_graphs_n5_e5,3578,5,5,5,5,2,4,3,12,0.1299879550933838,0.5601532459259033,True,v2,original_ranking,4,"[(2, 0), (4, 1), (3, 1), (3, 0)]",0.008115530014038086,3.300650119781494,20.68379702163306
4,0.25,0.6,0.2,0.75,0.6,0.6667,2.0,9.0,random_graphs_n5_e5,2656,5,5,5,5,2,4,3,12,0.1299879550933838,0.5830178260803223,True,v2,original_ranking,4,"[(0, 3), (1, 4), (1, 2), (3, 2)]",0.005471467971801758,2.699139356613159,13.762917489195045
6,1.0,0.0,1.2,0.0,0.0,,7.0,17.0,random_graphs_n5_e5,2688,5,5,5,5,2,4,3,12,0.1299879550933838,0.5875213146209717,True,v2,original_ranking,6,"[(0, 4), (3, 4), (0, 3), (2, 1), (4, 1), (4, 2)]",0.008184671401977539,3.9668357372283936,25.059600511300562
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,10.0,random_graphs_n5_e5,2494,5,5,5,5,2,4,3,12,0.1299879550933838,0.5983755588531494,True,v2,original_ranking,3,"[(2, 4), (2, 3), (0, 1)]",0.003356456756591797,1.810215950012207,9.449776633653988
5,0.6,0.4,0.6,0.4,0.4,0.4,4.0,12.0,random_graphs_n5_e5,183,5,5,5,5,2,4,3,12,0.1299879550933838,0.5755307674407959,True,v2,original_ranking,5,"[(2, 1), (4, 0), (2, 0), (0, 3), (4, 2)]",0.00903773307800293,4.972025156021118,30.817816430361137
4,0.75,0.2,0.6,0.25,0.2,0.2222,4.0,17.0,random_graphs_n5_e5,7977,5,5,5,5,2,4,3,12,0.1299879550933838,0.5929582118988037,True,v2,original_ranking,4,"[(1, 3), (4, 1), (0, 4), (4, 3)]",0.004956960678100586,2.636167287826538,14.480454400726531
5,0.2,0.8,0.2,0.8,0.8,0.8,1.0,3.0,random_graphs_n5_e5,3199,5,5,5,5,2,4,3,12,0.1299879550933838,0.5821623802185059,True,v2,original_ranking,5,"[(1, 4), (0, 3), (2, 3), (1, 3), (1, 2)]",0.008521318435668945,4.086484670639038,27.9619422804767
5,0.2,0.8,0.2,0.8,0.8,0.8,1.0,5.0,random_graphs_n5_e5,316,5,5,5,5,2,4,3,12,0.1299879550933838,0.676276683807373,True,v2,original_ranking,5,"[(2, 0), (1, 4), (3, 0), (4, 0), (3, 1)]",0.007952451705932617,4.336035966873169,21.652735316547457
5,0.6,0.4,0.6,0.4,0.4,0.4,5.0,7.0,random_graphs_n5_e5,8266,5,5,5,5,2,4,3,12,0.1299879550933838,0.5971240997314453,True,v2,original_ranking,5,"[(2, 3), (1, 3), (0, 3), (2, 1), (0, 1)]",0.0052034854888916016,2.612799882888794,15.216401612101143
4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,2.0,random_graphs_n5_e5,1532,5,5,5,5,2,4,3,12,0.1299879550933838,0.5564930438995361,True,v2,original_ranking,4,"[(3, 0), (1, 2), (4, 2), (2, 0)]",0.008145332336425781,4.0433876514434814,23.975652587215073
5,0.8,0.2,0.8,0.2,0.2,0.2,6.0,15.0,random_graphs_n5_e5,1009,5,5,5,5,2,4,3,12,0.1299879550933838,0.5997796058654785,True,v2,original_ranking,5,"[(4, 1), (2, 1), (4, 2), (4, 0), (3, 0)]",0.007097721099853516,3.204883337020874,13.783046302126523
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,10.0,random_graphs_n5_e5,2250,5,5,5,5,2,4,3,12,0.1299879550933838,0.5874872207641602,True,v2,original_ranking,4,"[(1, 0), (4, 0), (4, 3), (3, 2)]",0.005533695220947266,3.125981330871582,13.27592129310021
2,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,7.0,random_graphs_n5_e5,4447,5,5,5,5,2,4,3,12,0.1299879550933838,0.5945336818695068,True,v2,original_ranking,2,"[(3, 0), (4, 1)]",0.002948284149169922,1.5949063301086426,8.201134740772003
4,0.25,0.6,0.2,0.75,0.6,0.6667,2.0,8.0,random_graphs_n5_e5,2415,5,5,5,5,2,4,3,12,0.1299879550933838,0.5847880840301514,True,v2,original_ranking,4,"[(0, 3), (4, 1), (3, 2), (1, 2)]",0.005299091339111328,2.914581298828125,13.962947200260775
6,0.8333,0.2,1.0,0.1667,0.2,0.1818,5.0,19.0,random_graphs_n5_e5,3595,5,5,5,5,2,4,3,12,0.1299879550933838,0.5829100608825684,True,v2,original_ranking,6,"[(1, 2), (3, 1), (0, 1), (2, 4), (1, 4), (0, 3)]",0.008322477340698242,4.124440431594849,25.7382485127775
4,0.75,0.2,0.6,0.25,0.2,0.2222,4.0,15.0,random_graphs_n5_e5,4187,5,5,5,5,2,4,3,12,0.1299879550933838,0.6958968639373779,True,v2,original_ranking,4,"[(2, 4), (3, 0), (3, 1), (4, 1)]",0.005458831787109375,3.0491833686828613,13.976642631519614
5,0.8,0.2,0.8,0.2,0.2,0.2,5.0,17.0,random_graphs_n5_e5,4135,5,5,5,5,2,4,3,12,0.1299879550933838,0.5885293483734131,True,v2,original_ranking,5,"[(4, 2), (2, 3), (4, 3), (4, 1), (3, 1)]",0.005599021911621094,2.5141053199768066,17.020656471205434
6,0.5,0.6,0.6,0.5,0.6,0.5455,3.0,13.0,random_graphs_n5_e5,5174,5,5,5,5,2,4,3,12,0.1299879550933838,0.5847399234771729,True,v2,original_ranking,6,"[(2, 4), (4, 3), (2, 3), (1, 3), (1, 0), (0, 2)]",0.008609294891357422,4.1915364265441895,23.327881802705946
4,0.25,0.6,0.2,0.75,0.6,0.6667,2.0,6.0,random_graphs_n5_e5,5303,5,5,5,5,2,4,3,12,0.1299879550933838,0.5846850872039795,True,v2,original_ranking,4,"[(2, 0), (3, 0), (2, 3), (4, 1)]",0.006541252136230469,3.6304163932800293,14.150935041969822
4,0.75,0.2,0.6,0.25,0.2,0.2222,5.0,13.0,random_graphs_n5_e5,3942,5,5,5,5,2,4,3,12,0.1299879550933838,0.5713932514190674,True,v2,original_ranking,4,"[(4, 3), (4, 0), (2, 1), (1, 0)]",0.009444236755371094,3.913543224334717,22.405908504517953
6,0.5,0.6,0.6,0.5,0.6,0.5455,4.0,5.0,random_graphs_n5_e5,2778,5,5,5,5,2,4,3,12,0.1299879550933838,0.5877575874328613,True,v2,original_ranking,6,"[(4, 3), (2, 3), (2, 4), (1, 4), (1, 3), (0, 1)]",0.0074422359466552734,3.875555992126465,23.278691795706553
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,random_graphs_n5_e5,2804,5,5,5,5,2,4,3,12,0.1299879550933838,0.600304126739502,True,v2,original_ranking,3,"[(3, 1), (4, 0), (2, 0)]",0.0034639835357666016,1.9973304271697998,10.297543222838884
6,0.6667,0.4,0.8,0.3333,0.4,0.3636,5.0,8.0,random_graphs_n5_e5,2145,5,5,5,5,2,4,3,12,0.1299879550933838,0.5950055122375488,True,v2,original_ranking,6,"[(4, 2), (3, 2), (1, 2), (0, 2), (3, 4), (1, 0)]",0.008005142211914062,4.490360736846924,21.705113884624346
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,12.0,random_graphs_n5_e5,150,5,5,5,5,2,4,3,12,0.1299879550933838,0.6900415420532227,True,v2,original_ranking,4,"[(0, 1), (3, 2), (2, 4), (1, 4)]",0.0059583187103271484,3.255897283554077,18.8231476210173
4,0.75,0.2,0.6,0.25,0.2,0.2222,5.0,14.0,random_graphs_n5_e5,8823,5,5,5,5,2,4,3,12,0.1299879550933838,0.5921907424926758,True,v2,original_ranking,4,"[(4, 3), (3, 2), (1, 4), (4, 2)]",0.005064725875854492,2.1627721786499023,14.900900768829114
5,0.6,0.4,0.6,0.4,0.4,0.4,3.0,16.0,random_graphs_n5_e5,4669,5,5,5,5,2,4,3,12,0.1299879550933838,0.5782222747802734,True,v2,original_ranking,5,"[(3, 2), (0, 2), (4, 1), (1, 0), (0, 3)]",0.007673025131225586,3.778123378753662,21.9876428479801
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,15.0,random_graphs_n5_e5,6131,5,5,5,5,2,4,3,12,0.1299879550933838,0.5840141773223877,True,v2,original_ranking,4,"[(2, 0), (4, 0), (1, 3), (3, 4)]",0.0058977603912353516,3.2254114151000977,20.497356017943925
6,0.5,0.6,0.6,0.5,0.6,0.5455,4.0,6.0,random_graphs_n5_e5,2617,5,5,5,5,2,4,3,12,0.1299879550933838,0.5864486694335938,True,v2,original_ranking,6,"[(4, 3), (2, 3), (1, 3), (4, 2), (1, 2), (0, 1)]",0.007998228073120117,3.7924323081970215,26.187396826797297
7,0.7143,0.4,1.0,0.2857,0.4,0.3333,5.0,10.0,random_graphs_n5_e5,7166,5,5,5,5,2,4,3,12,0.1299879550933838,0.5737020969390869,True,v2,original_ranking,7,"[(4, 2), (1, 4), (0, 4), (1, 2), (0, 2), (3, 0), (0, 1)]",0.009476900100708008,5.081684589385986,27.907290060326044
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,11.0,random_graphs_n5_e5,1428,5,5,5,5,2,4,3,12,0.1299879550933838,0.5982165336608887,True,v2,original_ranking,3,"[(0, 3), (1, 3), (1, 2)]",0.004983663558959961,2.579141139984131,12.784867167342313
4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,4.0,random_graphs_n5_e5,8328,5,5,5,5,2,4,3,12,0.1299879550933838,0.5875484943389893,True,v2,original_ranking,4,"[(4, 2), (1, 3), (0, 2), (0, 3)]",0.0063245296478271484,2.912736654281616,20.32298513634533
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,14.0,random_graphs_n5_e5,8289,5,5,5,5,2,4,3,12,0.1299879550933838,0.7099289894104004,True,v2,original_ranking,4,"[(4, 0), (1, 0), (3, 2), (1, 2)]",0.0052602291107177734,2.8179259300231934,11.338014138436243
5,0.6,0.4,0.6,0.4,0.4,0.4,3.0,12.0,random_graphs_n5_e5,5978,5,5,5,5,2,4,3,12,0.1299879550933838,0.5779519081115723,True,v2,original_ranking,5,"[(3, 1), (2, 1), (2, 4), (2, 0), (0, 4)]",0.007322549819946289,4.0090837478637695,19.83078682960165
5,0.6,0.4,0.6,0.4,0.4,0.4,3.0,10.0,random_graphs_n5_e5,5511,5,5,5,5,2,4,3,12,0.1299879550933838,0.5671992301940918,True,v2,original_ranking,5,"[(2, 4), (2, 0), (1, 4), (1, 0), (0, 4)]",0.005785703659057617,2.0828511714935303,19.312033638214032
4,0.25,0.6,0.2,0.75,0.6,0.6667,2.0,9.0,random_graphs_n5_e5,5864,5,5,5,5,2,4,3,12,0.1299879550933838,0.597402811050415,True,v2,original_ranking,4,"[(4, 0), (2, 0), (1, 3), (0, 3)]",0.006688356399536133,3.8363559246063232,21.435051847677705
5,0.2,0.8,0.2,0.8,0.8,0.8,1.0,5.0,random_graphs_n5_e5,606,5,5,5,5,2,4,3,12,0.1299879550933838,0.5810456275939941,True,v2,original_ranking,5,"[(0, 2), (3, 2), (3, 4), (3, 1), (1, 4)]",0.007555723190307617,4.051021337509155,25.122513838914525
4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,4.0,random_graphs_n5_e5,1933,5,5,5,5,2,4,3,12,0.1299879550933838,0.5830886363983154,True,v2,original_ranking,4,"[(2, 4), (4, 3), (0, 2), (2, 3)]",0.0050182342529296875,2.6292977333068848,16.982263649244356
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,13.0,random_graphs_n5_e5,6071,5,5,5,5,2,4,3,12,0.1299879550933838,0.5855896472930908,True,v2,original_ranking,4,"[(2, 4), (2, 0), (1, 4), (1, 0)]",0.005131959915161133,1.5308113098144531,16.51061509074173
4,0.5,0.4,0.4,0.5,0.4,0.4444,4.0,8.0,random_graphs_n5_e5,5504,5,5,5,5,2,4,3,12,0.1299879550933838,0.5943605899810791,True,v2,original_ranking,4,"[(4, 1), (0, 1), (3, 1), (3, 2)]",0.006910800933837891,3.839491605758667,20.59625511975971
8,0.75,0.4,1.2,0.25,0.4,0.3077,6.0,15.0,random_graphs_n5_e5,5163,5,5,5,5,2,4,3,12,0.1299879550933838,0.5772881507873535,True,v2,original_ranking,8,"[(4, 2), (1, 4), (3, 4), (1, 2), (3, 2), (1, 0), (1, 3), (0, 3)]",0.01021432876586914,5.164524078369141,33.46804613787182
7,0.7143,0.4,1.0,0.2857,0.4,0.3333,6.0,7.0,random_graphs_n5_e5,2406,5,5,5,5,2,4,3,12,0.1299879550933838,0.5994906425476074,True,v2,original_ranking,7,"[(4, 3), (0, 3), (2, 3), (1, 3), (1, 2), (0, 2), (0, 4)]",0.009121417999267578,4.232381820678711,28.614556738818724
5,0.2,0.8,0.2,0.8,0.8,0.8,1.0,5.0,random_graphs_n5_e5,304,5,5,5,5,2,4,3,12,0.1299879550933838,0.5935990810394287,True,v2,original_ranking,5,"[(3, 4), (1, 4), (0, 4), (2, 1), (1, 0)]",0.008484363555908203,4.58092999458313,23.06778959056777
5,0.6,0.4,0.6,0.4,0.4,0.4,4.0,13.0,random_graphs_n5_e5,3391,5,5,5,5,2,4,3,12,0.1299879550933838,0.5857357978820801,True,v2,original_ranking,5,"[(4, 3), (0, 3), (1, 2), (3, 2), (4, 0)]",0.0070421695709228516,3.6188716888427734,20.599441132652334
6,1.0,0.0,1.2,0.0,0.0,,7.0,18.0,random_graphs_n5_e5,359,5,5,5,5,2,4,3,12,0.1299879550933838,0.5906150341033936,True,v2,original_ranking,6,"[(3, 4), (2, 4), (2, 1), (2, 0), (1, 0), (0, 4)]",0.0074443817138671875,3.8965134620666504,20.47372147486166
7,0.7143,0.4,1.0,0.2857,0.4,0.3333,5.0,15.0,random_graphs_n5_e5,9096,5,5,5,5,2,4,3,12,0.1299879550933838,0.5655133724212646,True,v2,original_ranking,7,"[(3, 2), (4, 2), (2, 0), (4, 0), (3, 0), (3, 1), (1, 4)]",0.008970499038696289,4.7834532260894775,26.242493432144048
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,9.0,random_graphs_n5_e5,3533,5,5,5,5,2,4,3,12,0.1299879550933838,0.5925276279449463,True,v2,original_ranking,3,"[(2, 1), (0, 4), (1, 4)]",0.0047304630279541016,2.578871488571167,14.985348688001865
8,0.625,0.6,1.0,0.375,0.6,0.4615,5.0,6.0,random_graphs_n5_e5,4125,5,5,5,5,2,4,3,12,0.1299879550933838,0.7020857334136963,True,v2,original_ranking,8,"[(3, 1), (0, 1), (3, 0), (2, 0), (4, 0), (2, 1), (4, 1), (4, 2)]",0.009579181671142578,5.069580554962158,26.297150023527962
5,0.8,0.2,0.8,0.2,0.2,0.2,4.0,11.0,random_graphs_n5_e5,3094,5,5,5,5,2,4,3,12,0.1299879550933838,0.5655155181884766,True,v2,original_ranking,5,"[(4, 0), (3, 4), (3, 0), (2, 4), (2, 3)]",0.005736827850341797,2.124798059463501,20.03400204466001
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,10.0,random_graphs_n5_e5,6398,5,5,5,5,2,4,3,12,0.1299879550933838,0.5809605121612549,True,v2,original_ranking,4,"[(0, 3), (2, 3), (2, 1), (1, 4)]",0.005516529083251953,2.986480712890625,14.919039585361451
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,7.0,22.0,random_graphs_n6_e6,7816,6,6,6,6,3,5,4,12,3.8965368270874023,12.100927114486694,True,v2,original_ranking,6,"[(0, 5), (3, 5), (2, 4), (2, 5), (1, 4), (3, 0)]",0.007655620574951172,6.5989978313446045,16.348173535757404
6,0.5,0.5,0.3333,0.5,0.5,0.5,5.0,7.0,random_graphs_n6_e6,3578,6,6,6,6,3,5,4,12,3.8965368270874023,11.934583187103271,True,v2,original_ranking,6,"[(5, 4), (1, 4), (3, 4), (3, 5), (0, 5), (5, 1)]",0.012013435363769531,11.235363960266113,26.320099934323512
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,16.0,random_graphs_n6_e6,2656,6,6,6,6,3,5,4,12,3.8965368270874023,11.852000951766968,True,v2,original_ranking,5,"[(5, 3), (5, 1), (5, 0), (3, 0), (2, 3)]",0.011237382888793945,7.880790710449219,27.321287878748745
2,1.0,0.0,0.2222,0.0,0.0,,7.0,14.0,random_graphs_n6_e6,2688,6,6,6,6,3,5,4,12,3.8965368270874023,12.106600999832153,True,v2,original_ranking,2,"[(4, 2), (1, 2)]",0.008626461029052734,8.794565677642822,11.176119458018626
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,7.0,10.0,random_graphs_n6_e6,2494,6,6,6,6,3,5,4,12,3.8965368270874023,12.105510950088501,True,v2,original_ranking,4,"[(4, 1), (2, 1), (4, 0), (5, 2)]",0.008855342864990234,8.70536494255066,21.081063415815716
3,1.0,0.0,0.3333,0.0,0.0,,6.0,22.0,random_graphs_n6_e6,183,6,6,6,6,3,5,4,12,3.8965368270874023,12.11085057258606,True,v2,original_ranking,3,"[(5, 4), (0, 4), (5, 2)]",0.00911712646484375,9.280289888381958,15.952031353204712
4,0.0,0.6667,0.0,1.0,0.6667,0.8,2.0,4.0,random_graphs_n6_e6,7977,6,6,6,6,3,5,4,12,3.8965368270874023,12.083027601242065,True,v2,original_ranking,4,"[(1, 2), (0, 4), (5, 4), (0, 3)]",0.005443572998046875,5.471245527267456,15.833648936711285
6,1.0,0.0,0.6667,0.0,0.0,,11.0,9.0,random_graphs_n6_e6,3199,6,6,6,6,3,5,4,12,3.8965368270874023,12.291658639907837,True,v2,original_ranking,6,"[(0, 5), (4, 5), (0, 1), (4, 1), (4, 3), (2, 3)]",0.008307933807373047,8.373677730560303,11.640220400387735
6,0.5,0.5,0.3333,0.5,0.5,0.5,5.0,7.0,random_graphs_n6_e6,316,6,6,6,6,3,5,4,12,3.8965368270874023,11.963679313659668,True,v2,original_ranking,6,"[(2, 5), (3, 5), (5, 0), (4, 1), (3, 4), (3, 0)]",0.012046098709106445,9.272665977478027,16.229657573829506
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,6.0,11.0,random_graphs_n6_e6,8266,6,6,6,6,3,5,4,12,3.8965368270874023,12.19490098953247,True,v2,original_ranking,5,"[(5, 3), (0, 3), (2, 3), (4, 5), (2, 5)]",0.009987354278564453,10.034736156463623,23.397099494938317
7,0.7143,0.3333,0.5556,0.2857,0.3333,0.3077,7.0,16.0,random_graphs_n6_e6,1532,6,6,6,6,3,5,4,12,3.8965368270874023,11.90002179145813,True,v2,original_ranking,7,"[(1, 2), (1, 5), (4, 5), (4, 2), (1, 3), (4, 3), (0, 3)]",0.011886835098266602,12.343806505203247,22.292215100326356
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,17.0,random_graphs_n6_e6,1009,6,6,6,6,3,5,4,12,3.8965368270874023,12.1354341506958,True,v2,original_ranking,5,"[(5, 4), (1, 4), (0, 4), (3, 1), (2, 1)]",0.010167837142944336,10.054289817810059,17.278392598240107
5,1.0,0.0,0.5556,0.0,0.0,,9.0,16.0,random_graphs_n6_e6,2250,6,6,6,6,3,5,4,12,3.8965368270874023,12.183536052703857,True,v2,original_ranking,5,"[(4, 0), (2, 3), (1, 3), (4, 5), (1, 5)]",0.009496927261352539,8.561866283416748,17.401893515662803
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,7.0,12.0,random_graphs_n6_e6,4447,6,6,6,6,3,5,4,12,3.8965368270874023,12.233706951141357,True,v2,original_ranking,5,"[(2, 1), (0, 1), (0, 4), (1, 3), (2, 4)]",0.012745857238769531,12.602164268493652,20.109666800443154
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,random_graphs_n6_e6,2415,6,6,6,6,3,5,4,12,3.8965368270874023,12.135037899017334,True,v2,original_ranking,3,"[(2, 3), (5, 4), (4, 3)]",0.005423784255981445,5.547989130020142,15.460044392999736
8,0.75,0.3333,0.6667,0.25,0.3333,0.2857,8.0,17.0,random_graphs_n6_e6,3595,6,6,6,6,3,5,4,12,3.8965368270874023,12.149500608444214,True,v2,original_ranking,8,"[(3, 5), (2, 5), (0, 5), (2, 1), (3, 1), (2, 0), (3, 0), (4, 1)]",0.012695550918579102,13.094611167907715,32.94691574598883
8,0.875,0.1667,0.7778,0.125,0.1667,0.1429,10.0,25.0,random_graphs_n6_e6,4187,6,6,6,6,3,5,4,12,3.8965368270874023,12.092958927154541,True,v2,original_ranking,8,"[(2, 4), (1, 4), (0, 2), (3, 5), (1, 5), (3, 2), (0, 4), (0, 5)]",0.014771461486816406,10.933977603912354,41.15380556202127
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,20.0,random_graphs_n6_e6,4135,6,6,6,6,3,5,4,12,3.8965368270874023,12.281326293945312,True,v2,original_ranking,3,"[(4, 1), (5, 1), (2, 3)]",0.007322072982788086,7.840538501739502,16.43758757203212
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,9.0,14.0,random_graphs_n6_e6,5174,6,6,6,6,3,5,4,12,3.8965368270874023,12.409971714019775,True,v2,original_ranking,6,"[(4, 5), (1, 5), (4, 3), (0, 3), (0, 4), (1, 3)]",0.009906768798828125,9.380366563796997,23.37310442586134
8,0.875,0.1667,0.7778,0.125,0.1667,0.1429,9.0,21.0,random_graphs_n6_e6,5303,6,6,6,6,3,5,4,12,3.8965368270874023,12.012446165084839,True,v2,original_ranking,8,"[(5, 2), (4, 2), (5, 0), (1, 0), (5, 3), (4, 5), (4, 3), (3, 0)]",0.011223316192626953,11.689995765686035,27.70253700640128
7,0.8571,0.1667,0.6667,0.1429,0.1667,0.1538,8.0,23.0,random_graphs_n6_e6,3942,6,6,6,6,3,5,4,12,3.8965368270874023,12.17236328125,True,v2,original_ranking,7,"[(2, 4), (0, 4), (3, 5), (4, 5), (0, 5), (2, 1), (0, 1)]",0.009715080261230469,9.83163595199585,22.729797713748585
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,7.0,7.0,random_graphs_n6_e6,2778,6,6,6,6,3,5,4,12,3.8965368270874023,12.106849193572998,True,v2,original_ranking,5,"[(3, 4), (5, 4), (2, 5), (0, 2), (3, 5)]",0.006532430648803711,4.710788726806641,12.530115339277794
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,4.0,17.0,random_graphs_n6_e6,2804,6,6,6,6,3,5,4,12,3.8965368270874023,12.193426370620728,True,v2,original_ranking,5,"[(3, 1), (2, 1), (2, 4), (0, 4), (0, 1)]",0.008337736129760742,8.378410339355469,21.292036355337977
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,6.0,17.0,random_graphs_n6_e6,2145,6,6,6,6,3,5,4,12,3.8965368270874023,12.137808799743652,True,v2,original_ranking,4,"[(0, 5), (2, 0), (2, 5), (4, 3)]",0.0067822933197021484,6.853611469268799,11.900975529317266
6,0.6667,0.3333,0.4444,0.3333,0.3333,0.3333,8.0,12.0,random_graphs_n6_e6,150,6,6,6,6,3,5,4,12,3.8965368270874023,12.18282961845398,True,v2,original_ranking,6,"[(1, 3), (5, 3), (2, 3), (5, 0), (2, 0), (2, 1)]",0.008718729019165039,8.476683855056763,16.256272664146124
