"constraint_id","x","y","conditioning_set","intervention_set","cset","jset","mset","test_independent","truth_independent","final_independent","tested_relation","truth_relation","final_graph_relation","test_correct","retained","retained_true","retained_false","raw_weight","asp_weight","probability_independent"
1,1,2,"","",0,0,28,TRUE,TRUE,TRUE,"independent","independent","independent",TRUE,TRUE,TRUE,FALSE,2.3818485638044,2382,0.915432652095455
2,1,3,"","",0,0,26,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,36.6969479676418,36697,1.15536177526077e-16
3,1,4,"","",0,0,22,TRUE,TRUE,FALSE,"independent","independent","dependent",TRUE,FALSE,FALSE,FALSE,2.39399042529249,2394,0.916367893974964
4,1,5,"","",0,0,14,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,0.219032584115666,219,0.554540271478396
5,2,3,"","",0,0,25,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.00489150381827,2005,0.881309698636356
6,2,4,"","",0,0,21,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,504.128643460297,504129,1.14739241825056e-219
7,2,5,"","",0,0,13,FALSE,FALSE,TRUE,"dependent","dependent","independent",TRUE,FALSE,FALSE,FALSE,1.11836691918325,1118,0.246314328904994
8,3,4,"","",0,0,19,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,3.32523478917028,3325,0.0347155607969703
9,3,5,"","",0,0,11,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,1.98593862714552,1986,0.879312800876511
10,4,5,"","",0,0,7,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,1.31619499796216,1316,0.788547956765503
11,1,2,"3","",4,0,24,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.37378095838721,2374,0.914805995812477
12,1,2,"4","",8,0,20,TRUE,TRUE,FALSE,"independent","independent","dependent",TRUE,FALSE,FALSE,FALSE,2.29684434626688,2297,0.908615351678133
13,1,2,"5","",16,0,12,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.3894020332059,2389,0.916015577337631
14,1,3,"2","",2,0,24,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,36.7050155730608,36705,1.14607827052067e-16
15,1,3,"4","",8,0,18,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,36.7974418878334,36797,1.04489834175899e-16
16,1,3,"5","",16,0,10,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,36.48257911364,36483,1.43158521788295e-16
17,1,4,"2","",2,0,20,TRUE,TRUE,FALSE,"independent","independent","dependent",TRUE,FALSE,FALSE,FALSE,2.30898620775361,2309,0.909618543354957
18,1,4,"3","",4,0,18,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.29349650509903,2293,0.908336988191867
19,1,4,"5","",16,0,6,TRUE,FALSE,FALSE,"independent","dependent","dependent",FALSE,FALSE,FALSE,FALSE,2.41997655403247,2420,0.918337986264489
20,1,5,"2","",2,0,12,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,0.226586053516257,227,0.556405392728536
21,1,5,"3","",4,0,10,TRUE,TRUE,TRUE,"independent","independent","independent",TRUE,TRUE,TRUE,FALSE,0.433401438117926,433,0.606685607266114
22,1,5,"4","",8,0,6,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,0.245018712865203,245,0.560950059029669
23,2,3,"1","",1,0,24,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,1.996823898402,1997,0.880463204160411
24,2,3,"4","",8,0,17,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,1.01116056567798,1011,0.266752787620743
25,2,3,"5","",16,0,9,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.05774026081963,2058,0.8867273956579
26,2,4,"1","",1,0,20,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,504.213647677812,504214,1.05388958638795e-219
27,2,4,"3","",4,0,17,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,507.14469552979,507145,5.62156458964231e-221
28,2,4,"5","",16,0,5,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,503.195010616798,503195,2.91866041461267e-219
29,2,5,"1","",1,0,12,FALSE,FALSE,TRUE,"dependent","dependent","independent",TRUE,FALSE,FALSE,FALSE,1.11081344977583,1111,0.247719267482525
30,2,5,"3","",4,0,9,FALSE,TRUE,TRUE,"dependent","independent","independent",FALSE,FALSE,FALSE,FALSE,1.06551816217461,1066,0.25625633974636
31,2,5,"4","",8,0,5,FALSE,FALSE,TRUE,"dependent","dependent","independent",TRUE,FALSE,FALSE,FALSE,0.184734075692177,185,0.453947375239505
32,3,4,"1","",1,0,18,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,3.42572870936419,3426,0.0315009832079731
33,3,4,"2","",2,0,17,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,6.34128685868018,6341,0.00175893398916409
34,3,4,"5","",16,0,3,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,3.36903051143781,3369,0.0332774832677624
35,3,5,"1","",1,0,10,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.20030748112913,2200,0.900277119388911
36,3,5,"2","",2,0,9,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.03878738415006,2039,0.884809734025505
37,3,5,"4","",8,0,3,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,1.94214290487434,1942,0.874587375233865
38,4,5,"1","",1,0,6,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,1.34218112672897,1342,0.792848398110717
39,4,5,"2","",2,0,5,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.24982784145413,2250,0.904635684024056
40,4,5,"3","",4,0,3,TRUE,TRUE,TRUE,"independent","independent","independent",TRUE,TRUE,TRUE,FALSE,1.27239927573373,1272,0.781153187691858
41,1,2,"3;4","",12,0,16,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.18902558831633,2189,0.899259667143128
42,1,2,"3;5","",20,0,8,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.37276298993447,2373,0.914726625929734
43,1,2,"4;5","",24,0,4,TRUE,FALSE,FALSE,"independent","dependent","dependent",FALSE,FALSE,FALSE,FALSE,2.30321875796562,2303,0.909143264523153
44,1,3,"2;4","",10,0,16,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,36.9052606458013,36905,9.38099594697453e-17
45,1,3,"2;5","",18,0,8,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,36.4992181568969,36499,1.40796208767744e-16
46,1,3,"4;5","",24,0,2,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,36.5663391413977,36566,1.31656009505826e-16
47,1,4,"2;3","",6,0,16,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.10874113502223,2109,0.891749872352454
48,1,4,"2;5","",18,0,4,TRUE,FALSE,FALSE,"independent","dependent","dependent",FALSE,FALSE,FALSE,FALSE,2.33379327878947,2334,0.911637380561486
49,1,4,"3;5","",20,0,2,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.33621652627608,2336,0.911832389838611
50,1,5,"2;3","",6,0,8,TRUE,TRUE,TRUE,"independent","independent","independent",TRUE,TRUE,TRUE,FALSE,0.432383469678825,432,0.606442675126575
51,1,5,"2;4","",10,0,4,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,0.251393124548486,251,0.562519366564335
52,1,5,"3;4","",12,0,2,TRUE,TRUE,TRUE,"independent","independent","independent",TRUE,TRUE,TRUE,FALSE,0.476121459284059,476,0.616831596552144
53,2,3,"1;4","",9,0,16,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,1.11897932363081,1119,0.246200657614091
54,2,3,"1;5","",17,0,8,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.04110121757139,2041,0.885045353428651
55,2,3,"4;5","",24,0,1,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,0.913358342607808,913,0.286313108355896
56,2,4,"1;3","",5,0,16,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,507.329450899857,507329,4.67324948929244e-221
57,2,4,"1;5","",17,0,4,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,503.281193892024,503281,2.67765516651166e-219
58,2,4,"3;5","",20,0,1,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,506.166109220231,506166,1.49572529814896e-220
59,2,5,"1;3","",5,0,8,FALSE,TRUE,TRUE,"dependent","independent","independent",FALSE,FALSE,FALSE,FALSE,1.06653613060553,1067,0.256062374276602
60,2,5,"1;4","",9,0,4,FALSE,FALSE,TRUE,"dependent","dependent","independent",TRUE,FALSE,FALSE,FALSE,0.17835966399025,178,0.455527917660226
61,2,5,"3;4","",12,0,1,FALSE,TRUE,TRUE,"dependent","independent","independent",FALSE,FALSE,FALSE,FALSE,0.0869318526124516,87,0.478280713111398
62,3,4,"1;2","",3,0,16,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,6.54153193140883,6542,0.00144020016776579
