"constraint_id","x","y","conditioning_set","intervention_set","cset","jset","mset","test_independent","truth_independent","final_independent","tested_relation","truth_relation","final_graph_relation","test_correct","retained","retained_true","retained_false","raw_weight","asp_weight","probability_independent"
1,1,2,"","",0,0,28,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,1.11288919490744,1113,0.247332645778749
2,1,3,"","",0,0,26,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,8.75703667009384,8757,0.0001573254437573
3,1,4,"","",0,0,22,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,380.214826619815,380215,7.4954698436158e-166
4,1,5,"","",0,0,14,TRUE,FALSE,FALSE,"independent","dependent","dependent",FALSE,FALSE,FALSE,FALSE,2.31688068013955,2317,0.910265473489532
5,2,3,"","",0,0,25,TRUE,FALSE,TRUE,"independent","dependent","independent",FALSE,TRUE,FALSE,TRUE,2.1399623380089,2140,0.894727063126735
6,2,4,"","",0,0,21,TRUE,TRUE,TRUE,"independent","independent","independent",TRUE,TRUE,TRUE,FALSE,1.20915498749537,1209,0.770149399670945
7,2,5,"","",0,0,13,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,80.1702300736165,80170,1.52233932470162e-35
8,3,4,"","",0,0,19,TRUE,TRUE,TRUE,"independent","independent","independent",TRUE,TRUE,TRUE,FALSE,2.02530037682436,2025,0.883427968106245
9,3,5,"","",0,0,11,TRUE,TRUE,TRUE,"independent","independent","independent",TRUE,TRUE,TRUE,FALSE,2.28221317866337,2282,0.90739318978871
10,4,5,"","",0,0,7,TRUE,TRUE,TRUE,"independent","independent","independent",TRUE,TRUE,TRUE,FALSE,1.63132494519277,1631,0.836351062150441
11,1,2,"3","",4,0,24,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,1.23502979319437,1235,0.225302306903289
12,1,2,"4","",8,0,20,FALSE,FALSE,FALSE,"dependent","dependent","dependent",TRUE,TRUE,TRUE,FALSE,3.73222043347778,3732,0.0233799141720011
