dataset,model,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,run_idx,seed
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.018002986907958984,11,0.4545,0.4,0.0556,0.5455,0.4,0.4615,9.0,,0,7816
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.020514249801635742,6,0.3333,0.2667,0.0222,0.6667,0.2667,0.381,11.0,,1,3578
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.02199840545654297,7,0.5714,0.2,0.0444,0.4286,0.2,0.2727,13.0,,2,2656
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.016997098922729492,6,0.5,0.2,0.0333,0.5,0.2,0.2857,12.0,,3,2688
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.01999950408935547,5,0.2,0.2667,0.0111,0.8,0.2667,0.4,11.0,,4,2494
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.014006853103637695,2,0.0,0.1333,0.0,1.0,0.1333,0.2353,13.0,,5,183
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.018999338150024414,6,0.3333,0.2667,0.0222,0.6667,0.2667,0.381,11.0,,6,7977
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.0169985294342041,6,0.5,0.2,0.0333,0.5,0.2,0.2857,12.0,,7,3199
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.02452707290649414,12,0.3333,0.5333,0.0444,0.6667,0.5333,0.5926,8.0,,8,316
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.01900196075439453,6,0.3333,0.2667,0.0222,0.6667,0.2667,0.381,11.0,,9,8266
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.018000125885009766,7,0.4286,0.2667,0.0333,0.5714,0.2667,0.3636,11.0,,10,1532
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.026526451110839844,13,0.5385,0.4,0.0778,0.4615,0.4,0.4286,10.0,,11,1009
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.018143177032470703,8,0.375,0.3333,0.0333,0.625,0.3333,0.4348,11.0,,12,2250
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.028001070022583008,11,0.4545,0.4,0.0556,0.5455,0.4,0.4615,9.0,,13,4447
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.019001245498657227,10,0.4,0.4,0.0444,0.6,0.4,0.48,9.0,,14,2415
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.019001245498657227,4,0.0,0.2667,0.0,1.0,0.2667,0.4211,11.0,,15,3595
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.025523662567138672,5,0.4,0.2,0.0222,0.6,0.2,0.3,12.0,,16,4187
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.022997379302978516,8,0.625,0.2,0.0556,0.375,0.2,0.2609,13.0,,17,4135
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.01800084114074707,2,0.5,0.0667,0.0111,0.5,0.0667,0.1176,14.0,,18,5174
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.013514041900634766,2,0.0,0.1333,0.0,1.0,0.1333,0.2353,13.0,,19,5303
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.023000001907348633,7,0.4286,0.2667,0.0333,0.5714,0.2667,0.3636,11.0,,20,3942
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.025999784469604492,12,0.5833,0.3333,0.0778,0.4167,0.3333,0.3704,10.0,,21,2778
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.021998167037963867,6,0.3333,0.2667,0.0222,0.6667,0.2667,0.381,12.0,,22,2804
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.024526119232177734,13,0.6154,0.3333,0.0889,0.3846,0.3333,0.3571,11.0,,23,2145
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.01999664306640625,10,0.4,0.4,0.0444,0.6,0.4,0.48,10.0,,24,150
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.026997089385986328,13,0.3846,0.5333,0.0556,0.6154,0.5333,0.5714,7.0,,25,8823
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.016510725021362305,8,0.5,0.2667,0.0444,0.5,0.2667,0.3478,11.0,,26,4669
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.020003557205200195,9,0.4444,0.3333,0.0444,0.5556,0.3333,0.4167,10.0,,27,6131
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.021001815795898438,9,0.5556,0.2667,0.0556,0.4444,0.2667,0.3333,12.0,,28,2617
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.018996000289916992,2,0.5,0.0667,0.0111,0.5,0.0667,0.1176,14.0,,29,7166
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.02610611915588379,13,0.3077,0.6,0.0444,0.6923,0.6,0.6429,6.0,,30,1428
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.01600480079650879,5,0.4,0.2,0.0222,0.6,0.2,0.3,13.0,,31,8328
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.026000499725341797,9,0.4444,0.3333,0.0444,0.5556,0.3333,0.4167,13.0,,32,8289
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.026491403579711914,7,0.4286,0.2667,0.0333,0.5714,0.2667,0.3636,12.0,,33,5978
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.018002033233642578,10,0.3,0.4667,0.0333,0.7,0.4667,0.56,8.0,,34,5511
