dataset,model,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,run_idx,rep,seed,status,error,raw_graph_path,true_graph_path,fact_total,fact_true,fact_false,fact_retained,fact_retained_true,fact_retained_false,fact_removed,fact_removed_true,fact_removed_false,fact_precision,fact_recall,fact_f1,aspcr_model_space,aspcr_encoding,aspcr_solver_objective,aspcr_recomputed_objective,aspcr_graph_is_dag,aspcr_n_directed,aspcr_n_bidirected,aspcr_n_tailtail,aspcr_testing_time,aspcr_encoding_time,aspcr_solving_time,aspcr_data_path,aspcr_directed_path,aspcr_bidirected_path,aspcr_tailtail_path,aspcr_constraints_path,aspcr_diagnostics_path,aspcr_time_path
cancer,FGS,0.0329875396564602,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,34,35,2060,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0034_seed_2060.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.2282586107030511,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,35,36,2061,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0035_seed_2061.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.0318579627200961,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36,37,2062,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0036_seed_2062.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.0329375090077519,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37,38,2063,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0037_seed_2063.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.2283711535856127,4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,38,39,2064,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0038_seed_2064.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.034031462855637,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,39,40,2065,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0039_seed_2065.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.0334465997293591,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,40,41,2066,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0040_seed_2066.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.2439147708937525,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,41,42,2067,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0041_seed_2067.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.0339640658348798,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42,43,2068,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0042_seed_2068.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.0326143512502312,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43,44,2069,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0043_seed_2069.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.2261742725968361,5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,44,45,2070,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0044_seed_2070.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.0319689167663455,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,45,46,2071,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0045_seed_2071.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.0323924962431192,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,46,47,2072,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0046_seed_2072.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.0307373581454157,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47,48,2073,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0047_seed_2073.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.0352780409157276,4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,48,49,2074,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0048_seed_2074.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer,FGS,0.03404517192393541,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,49,50,2075,ok,,results/paper_aaai2027/frozen/results/estimated_graphs/paper_fgs_bdeu_alpha001_n5000_50rep/cancer/FGS/run_0049_seed_2075.npz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
