dataset,num_nodes,num_edges,impl,seed,time,remove_n,dag_nnz,dag_fdr,dag_tpr,dag_fpr,dag_precision,dag_recall,dag_F1,dag_shd,dag_sid,cpdag_nnz,cpdag_fdr,cpdag_tpr,cpdag_fpr,cpdag_precision,cpdag_recall,cpdag_F1,cpdag_shd,cpdag_sid_low,cpdag_sid_high,AP,CIT_Precision,CIT_Recall,CIT_F1,prior_filename,prior_forbidden_length,prior_forbidden_Precision,prior_forbidden_Recall,prior_forbidden_F1,prior_required_length,prior_required_Precision,prior_required_Recall,prior_required_F1
asia,8,8,new,4187,0.2549503371119499,132,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.9735665921668942,1.0,0.0241935483870967,0.0472440944881889,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,4135,0.2610712046734988,137,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.9744891687266788,1.0,0.0232558139534883,0.0454545454545454,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,5174,0.2495064800605178,131,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.9736964758511624,1.0,0.0245901639344262,0.048,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,5303,0.2739132698625326,143,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.9740850861235408,1.0,0.0223880597014925,0.0437956204379562,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,3942,0.2870017439126968,149,6.0,0.0,0.75,0.0,1.0,0.75,0.8571,2.0,13.0,6.0,0.0,0.75,0.0,0.6667,0.5,0.5714,3.0,13.0,28.0,0.9751427889189664,1.0,0.0344827586206896,0.0666666666666666,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,2778,0.2637081569992006,137,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.9728482970272934,1.0,0.023076923076923,0.0451127819548872,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,2804,0.2711552628315985,141,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.9734015327344092,1.0,0.0300751879699248,0.0583941605839416,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,2145,0.2632921580225229,137,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.9757245770763252,1.0,0.023076923076923,0.0451127819548872,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,150,0.2922847010195255,154,6.0,0.0,0.75,0.0,1.0,0.75,0.8571,2.0,13.0,6.0,0.0,0.75,0.0,0.6667,0.5,0.5714,3.0,13.0,28.0,0.976279226360634,1.0,0.0208333333333333,0.0408163265306122,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,8823,0.2514119269326329,137,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.971355702909668,1.0,0.0234375,0.0458015267175572,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,4669,0.2619781196117401,137,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.9703885351474562,1.0,0.023076923076923,0.0451127819548872,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
asia,8,8,new,6131,0.2687118491157889,137,5.0,0.0,0.625,0.0,1.0,0.625,0.7692,3.0,14.0,5.0,0.0,0.625,0.0,0.6,0.375,0.4615,4.0,14.0,24.0,0.9722699022590856,1.0,0.0232558139534883,0.0454545454545454,asia,20.0,1.0,0.4166666667,0.5882352941,9.0,0.4444444444,0.5,0.4705882353
